id,program,department,year,semester,division,day,start_time,end_time,subject,faculty,room
2264,Diploma,Electronics & Communication,FY,2,A,Saturday,10:00,11:00,Project Lab,Prof. Faculty 089,EL-221
2265,Diploma,Electronics & Communication,FY,2,A,Saturday,11:15,12:15,CAD/CAM,Prof. Faculty 018,EL-182
2266,Diploma,Electronics & Communication,FY,2,A,Saturday,12:15,01:15,Digital Electronics,Prof. Faculty 220,EL-221
2267,Diploma,Electronics & Communication,FY,2,A,Saturday,02:00,03:00,Software Engineering,Prof. Faculty 162,EL-142
2268,Diploma,Electronics & Communication,FY,2,A,Saturday,03:00,04:00,Python Programming,Prof. Faculty 121,EL-108
2269,Diploma,Electronics & Communication,FY,2,B,Monday,09:00,10:00,Data Structures,Prof. Faculty 165,EL-306
2270,Diploma,Electronics & Communication,FY,2,B,Monday,10:00,11:00,DBMS,Prof. Faculty 086,EL-249
2271,Diploma,Electronics & Communication,FY,2,B,Monday,11:15,12:15,DBMS,Prof. Faculty 246,EL-218
2272,Diploma,Electronics & Communication,FY,2,B,Monday,12:15,01:15,Project Lab,Prof. Faculty 062,EL-217
2273,Diploma,Electronics & Communication,FY,2,B,Monday,02:00,03:00,Electrical Machines,Prof. Faculty 039,EL-246
2274,Diploma,Electronics & Communication,FY,2,B,Monday,03:00,04:00,Java Programming,Prof. Faculty 167,EL-189
2275,Diploma,Electronics & Communication,FY,2,B,Tuesday,09:00,10:00,Surveying,Prof. Faculty 054,EL-108
2276,Diploma,Electronics & Communication,FY,2,B,Tuesday,10:00,11:00,Physics,Prof. Faculty 244,EL-293
2277,Diploma,Electronics & Communication,FY,2,B,Tuesday,11:15,12:15,Java Programming,Prof. Faculty 053,EL-303
2278,Diploma,Electronics & Communication,FY,2,B,Tuesday,12:15,01:15,Digital Electronics,Prof. Faculty 192,EL-189
2279,Diploma,Electronics & Communication,FY,2,B,Tuesday,02:00,03:00,Physics,Prof. Faculty 163,EL-320
2280,Diploma,Electronics & Communication,FY,2,B,Tuesday,03:00,04:00,AI Fundamentals,Prof. Faculty 224,EL-189
2281,Diploma,Electronics & Communication,FY,2,B,Wednesday,09:00,10:00,Project Lab,Prof. Faculty 040,EL-210
2282,Diploma,Electronics & Communication,FY,2,B,Wednesday,10:00,11:00,Cyber Security,Prof. Faculty 223,EL-199
2283,Diploma,Electronics & Communication,FY,2,B,Wednesday,11:15,12:15,Digital Electronics,Prof. Faculty 114,EL-172
2284,Diploma,Electronics & Communication,FY,2,B,Wednesday,12:15,01:15,Mathematics,Prof. Faculty 032,EL-300
2285,Diploma,Electronics & Communication,FY,2,B,Wednesday,02:00,03:00,Machine Learning,Prof. Faculty 003,EL-318
2286,Diploma,Electronics & Communication,FY,2,B,Wednesday,03:00,04:00,Electrical Machines,Prof. Faculty 043,EL-309
2287,Diploma,Electronics & Communication,FY,2,B,Thursday,09:00,10:00,Python Programming,Prof. Faculty 173,EL-207
2288,Diploma,Electronics & Communication,FY,2,B,Thursday,10:00,11:00,Software Engineering,Prof. Faculty 009,EL-181
2289,Diploma,Electronics & Communication,FY,2,B,Thursday,11:15,12:15,Digital Electronics,Prof. Faculty 096,EL-211
2290,Diploma,Electronics & Communication,FY,2,B,Thursday,12:15,01:15,Python Programming,Prof. Faculty 142,EL-238
2291,Diploma,Electronics & Communication,FY,2,B,Thursday,02:00,03:00,Python Programming,Prof. Faculty 190,EL-306
2292,Diploma,Electronics & Communication,FY,2,B,Thursday,03:00,04:00,Mathematics,Prof. Faculty 221,EL-292
2293,Diploma,Electronics & Communication,FY,2,B,Friday,09:00,10:00,Python Programming,Prof. Faculty 102,EL-248
2294,Diploma,Electronics & Communication,FY,2,B,Friday,10:00,11:00,Data Structures,Prof. Faculty 162,EL-269
2295,Diploma,Electronics & Communication,FY,2,B,Friday,11:15,12:15,DBMS,Prof. Faculty 114,EL-118
2296,Diploma,Electronics & Communication,FY,2,B,Friday,12:15,01:15,Web Development,Prof. Faculty 063,EL-134
2297,Diploma,Electronics & Communication,FY,2,B,Friday,02:00,03:00,Surveying,Prof. Faculty 088,EL-158
2298,Diploma,Electronics & Communication,FY,2,B,Friday,03:00,04:00,Digital Electronics,Prof. Faculty 130,EL-255
2299,Diploma,Electronics & Communication,FY,2,B,Saturday,09:00,10:00,Web Development,Prof. Faculty 045,EL-208
2300,Diploma,Electronics & Communication,FY,2,B,Saturday,10:00,11:00,Cyber Security,Prof. Faculty 099,EL-243
2301,Diploma,Electronics & Communication,FY,2,B,Saturday,11:15,12:15,Physics,Prof. Faculty 014,EL-127
2302,Diploma,Electronics & Communication,FY,2,B,Saturday,12:15,01:15,Computer Networks,Prof. Faculty 090,EL-181
2303,Diploma,Electronics & Communication,FY,2,B,Saturday,02:00,03:00,Cyber Security,Prof. Faculty 208,EL-314
2304,Diploma,Electronics & Communication,FY,2,B,Saturday,03:00,04:00,AI Fundamentals,Prof. Faculty 150,EL-304
2305,Diploma,Electronics & Communication,SY,3,A,Monday,09:00,10:00,Digital Electronics,Prof. Faculty 113,EL-240
2306,Diploma,Electronics & Communication,SY,3,A,Monday,10:00,11:00,AI Fundamentals,Prof. Faculty 017,EL-101
2307,Diploma,Electronics & Communication,SY,3,A,Monday,11:15,12:15,Cyber Security,Prof. Faculty 099,EL-139
2308,Diploma,Electronics & Communication,SY,3,A,Monday,12:15,01:15,Thermodynamics,Prof. Faculty 108,EL-147
2309,Diploma,Electronics & Communication,SY,3,A,Monday,02:00,03:00,Electrical Machines,Prof. Faculty 053,EL-314
2310,Diploma,Electronics & Communication,SY,3,A,Monday,03:00,04:00,Mathematics,Prof. Faculty 068,EL-287
2311,Diploma,Electronics & Communication,SY,3,A,Tuesday,09:00,10:00,Electrical Machines,Prof. Faculty 246,EL-106
2312,Diploma,Electronics & Communication,SY,3,A,Tuesday,10:00,11:00,Computer Networks,Prof. Faculty 068,EL-269
2313,Diploma,Electronics & Communication,SY,3,A,Tuesday,11:15,12:15,Mathematics,Prof. Faculty 017,EL-311
2314,Diploma,Electronics & Communication,SY,3,A,Tuesday,12:15,01:15,DBMS,Prof. Faculty 177,EL-240
2315,Diploma,Electronics & Communication,SY,3,A,Tuesday,02:00,03:00,Digital Electronics,Prof. Faculty 035,EL-158
2316,Diploma,Electronics & Communication,SY,3,A,Tuesday,03:00,04:00,Surveying,Prof. Faculty 071,EL-194
2317,Diploma,Electronics & Communication,SY,3,A,Wednesday,09:00,10:00,Physics,Prof. Faculty 214,EL-313
2318,Diploma,Electronics & Communication,SY,3,A,Wednesday,10:00,11:00,Computer Networks,Prof. Faculty 174,EL-232
2319,Diploma,Electronics & Communication,SY,3,A,Wednesday,11:15,12:15,Machine Learning,Prof. Faculty 126,EL-120
2320,Diploma,Electronics & Communication,SY,3,A,Wednesday,12:15,01:15,Software Engineering,Prof. Faculty 196,EL-126
2321,Diploma,Electronics & Communication,SY,3,A,Wednesday,02:00,03:00,CAD/CAM,Prof. Faculty 053,EL-211
2322,Diploma,Electronics & Communication,SY,3,A,Wednesday,03:00,04:00,Computer Networks,Prof. Faculty 011,EL-170
2323,Diploma,Electronics & Communication,SY,3,A,Thursday,09:00,10:00,Computer Networks,Prof. Faculty 018,EL-217
2324,Diploma,Electronics & Communication,SY,3,A,Thursday,10:00,11:00,Cloud Computing,Prof. Faculty 051,EL-171
2325,Diploma,Electronics & Communication,SY,3,A,Thursday,11:15,12:15,CAD/CAM,Prof. Faculty 002,EL-287
2326,Diploma,Electronics & Communication,SY,3,A,Thursday,12:15,01:15,CAD/CAM,Prof. Faculty 028,EL-117
2327,Diploma,Electronics & Communication,SY,3,A,Thursday,02:00,03:00,Physics,Prof. Faculty 149,EL-133
2328,Diploma,Electronics & Communication,SY,3,A,Thursday,03:00,04:00,Project Lab,Prof. Faculty 129,EL-227
2329,Diploma,Electronics & Communication,SY,3,A,Friday,09:00,10:00,Data Structures,Prof. Faculty 197,EL-137
2330,Diploma,Electronics & Communication,SY,3,A,Friday,10:00,11:00,Python Programming,Prof. Faculty 058,EL-251
2331,Diploma,Electronics & Communication,SY,3,A,Friday,11:15,12:15,Web Development,Prof. Faculty 103,EL-112
2332,Diploma,Electronics & Communication,SY,3,A,Friday,12:15,01:15,Operating Systems,Prof. Faculty 031,EL-152
2333,Diploma,Electronics & Communication,SY,3,A,Friday,02:00,03:00,Data Structures,Prof. Faculty 002,EL-189
2334,Diploma,Electronics & Communication,SY,3,A,Friday,03:00,04:00,Java Programming,Prof. Faculty 094,EL-216
2335,Diploma,Electronics & Communication,SY,3,A,Saturday,09:00,10:00,Digital Electronics,Prof. Faculty 236,EL-197
2336,Diploma,Electronics & Communication,SY,3,A,Saturday,10:00,11:00,Surveying,Prof. Faculty 105,EL-156
2337,Diploma,Electronics & Communication,SY,3,A,Saturday,11:15,12:15,Java Programming,Prof. Faculty 127,EL-311
2338,Diploma,Electronics & Communication,SY,3,A,Saturday,12:15,01:15,Project Lab,Prof. Faculty 162,EL-155
2339,Diploma,Electronics & Communication,SY,3,A,Saturday,02:00,03:00,Software Engineering,Prof. Faculty 198,EL-234
2340,Diploma,Electronics & Communication,SY,3,A,Saturday,03:00,04:00,Cyber Security,Prof. Faculty 061,EL-147
2341,Diploma,Electronics & Communication,SY,3,B,Monday,09:00,10:00,CAD/CAM,Prof. Faculty 005,EL-232
2342,Diploma,Electronics & Communication,SY,3,B,Monday,10:00,11:00,Computer Networks,Prof. Faculty 217,EL-203
2343,Diploma,Electronics & Communication,SY,3,B,Monday,11:15,12:15,Cloud Computing,Prof. Faculty 098,EL-315
2344,Diploma,Electronics & Communication,SY,3,B,Monday,12:15,01:15,Surveying,Prof. Faculty 138,EL-190
2345,Diploma,Electronics & Communication,SY,3,B,Monday,02:00,03:00,Machine Learning,Prof. Faculty 033,EL-200
2346,Diploma,Electronics & Communication,SY,3,B,Monday,03:00,04:00,Operating Systems,Prof. Faculty 116,EL-118
2347,Diploma,Electronics & Communication,SY,3,B,Tuesday,09:00,10:00,Mathematics,Prof. Faculty 205,EL-298
2348,Diploma,Electronics & Communication,SY,3,B,Tuesday,10:00,11:00,CAD/CAM,Prof. Faculty 150,EL-206
2349,Diploma,Electronics & Communication,SY,3,B,Tuesday,11:15,12:15,Machine Learning,Prof. Faculty 155,EL-246
2350,Diploma,Electronics & Communication,SY,3,B,Tuesday,12:15,01:15,Thermodynamics,Prof. Faculty 116,EL-314
2351,Diploma,Electronics & Communication,SY,3,B,Tuesday,02:00,03:00,Operating Systems,Prof. Faculty 143,EL-239
2352,Diploma,Electronics & Communication,SY,3,B,Tuesday,03:00,04:00,Mathematics,Prof. Faculty 176,EL-261
2353,Diploma,Electronics & Communication,SY,3,B,Wednesday,09:00,10:00,Surveying,Prof. Faculty 032,EL-307
2354,Diploma,Electronics & Communication,SY,3,B,Wednesday,10:00,11:00,Mathematics,Prof. Faculty 230,EL-269
2355,Diploma,Electronics & Communication,SY,3,B,Wednesday,11:15,12:15,Thermodynamics,Prof. Faculty 250,EL-283
2356,Diploma,Electronics & Communication,SY,3,B,Wednesday,12:15,01:15,Machine Learning,Prof. Faculty 045,EL-299
2357,Diploma,Electronics & Communication,SY,3,B,Wednesday,02:00,03:00,Electrical Machines,Prof. Faculty 003,EL-276
2358,Diploma,Electronics & Communication,SY,3,B,Wednesday,03:00,04:00,Software Engineering,Prof. Faculty 043,EL-306
2359,Diploma,Electronics & Communication,SY,3,B,Thursday,09:00,10:00,Project Lab,Prof. Faculty 130,EL-145
2360,Diploma,Electronics & Communication,SY,3,B,Thursday,10:00,11:00,Project Lab,Prof. Faculty 141,EL-261
2361,Diploma,Electronics & Communication,SY,3,B,Thursday,11:15,12:15,AI Fundamentals,Prof. Faculty 215,EL-147
2362,Diploma,Electronics & Communication,SY,3,B,Thursday,12:15,01:15,Java Programming,Prof. Faculty 121,EL-245
2363,Diploma,Electronics & Communication,SY,3,B,Thursday,02:00,03:00,Electrical Machines,Prof. Faculty 100,EL-157
2364,Diploma,Electronics & Communication,SY,3,B,Thursday,03:00,04:00,Java Programming,Prof. Faculty 158,EL-173
2365,Diploma,Electronics & Communication,SY,3,B,Friday,09:00,10:00,Java Programming,Prof. Faculty 050,EL-310
2366,Diploma,Electronics & Communication,SY,3,B,Friday,10:00,11:00,Computer Networks,Prof. Faculty 229,EL-143
2367,Diploma,Electronics & Communication,SY,3,B,Friday,11:15,12:15,Thermodynamics,Prof. Faculty 038,EL-315
2368,Diploma,Electronics & Communication,SY,3,B,Friday,12:15,01:15,Cyber Security,Prof. Faculty 231,EL-238
2369,Diploma,Electronics & Communication,SY,3,B,Friday,02:00,03:00,Software Engineering,Prof. Faculty 060,EL-224
2370,Diploma,Electronics & Communication,SY,3,B,Friday,03:00,04:00,Operating Systems,Prof. Faculty 019,EL-176
2371,Diploma,Electronics & Communication,SY,3,B,Saturday,09:00,10:00,Electrical Machines,Prof. Faculty 123,EL-200
2372,Diploma,Electronics & Communication,SY,3,B,Saturday,10:00,11:00,AI Fundamentals,Prof. Faculty 071,EL-259
2373,Diploma,Electronics & Communication,SY,3,B,Saturday,11:15,12:15,Software Engineering,Prof. Faculty 242,EL-217
2374,Diploma,Electronics & Communication,SY,3,B,Saturday,12:15,01:15,Project Lab,Prof. Faculty 215,EL-316
2375,Diploma,Electronics & Communication,SY,3,B,Saturday,02:00,03:00,Cyber Security,Prof. Faculty 201,EL-102
2376,Diploma,Electronics & Communication,SY,3,B,Saturday,03:00,04:00,Computer Networks,Prof. Faculty 152,EL-194
2377,Diploma,Electronics & Communication,SY,4,A,Monday,09:00,10:00,Thermodynamics,Prof. Faculty 066,EL-138
2378,Diploma,Electronics & Communication,SY,4,A,Monday,10:00,11:00,CAD/CAM,Prof. Faculty 215,EL-278
2379,Diploma,Electronics & Communication,SY,4,A,Monday,11:15,12:15,Software Engineering,Prof. Faculty 186,EL-218
2380,Diploma,Electronics & Communication,SY,4,A,Monday,12:15,01:15,Surveying,Prof. Faculty 095,EL-279
2381,Diploma,Electronics & Communication,SY,4,A,Monday,02:00,03:00,Computer Networks,Prof. Faculty 227,EL-127
2382,Diploma,Electronics & Communication,SY,4,A,Monday,03:00,04:00,DBMS,Prof. Faculty 133,EL-182
2383,Diploma,Electronics & Communication,SY,4,A,Tuesday,09:00,10:00,Data Structures,Prof. Faculty 014,EL-174
2384,Diploma,Electronics & Communication,SY,4,A,Tuesday,10:00,11:00,Operating Systems,Prof. Faculty 236,EL-187
2385,Diploma,Electronics & Communication,SY,4,A,Tuesday,11:15,12:15,Mathematics,Prof. Faculty 140,EL-141
2386,Diploma,Electronics & Communication,SY,4,A,Tuesday,12:15,01:15,Thermodynamics,Prof. Faculty 092,EL-125
2387,Diploma,Electronics & Communication,SY,4,A,Tuesday,02:00,03:00,CAD/CAM,Prof. Faculty 104,EL-148
2388,Diploma,Electronics & Communication,SY,4,A,Tuesday,03:00,04:00,Operating Systems,Prof. Faculty 088,EL-136
2389,Diploma,Electronics & Communication,SY,4,A,Wednesday,09:00,10:00,Digital Electronics,Prof. Faculty 136,EL-252
2390,Diploma,Electronics & Communication,SY,4,A,Wednesday,10:00,11:00,Electrical Machines,Prof. Faculty 142,EL-187
2391,Diploma,Electronics & Communication,SY,4,A,Wednesday,11:15,12:15,Computer Networks,Prof. Faculty 026,EL-139
2392,Diploma,Electronics & Communication,SY,4,A,Wednesday,12:15,01:15,Java Programming,Prof. Faculty 069,EL-282
2393,Diploma,Electronics & Communication,SY,4,A,Wednesday,02:00,03:00,Surveying,Prof. Faculty 129,EL-233
2394,Diploma,Electronics & Communication,SY,4,A,Wednesday,03:00,04:00,Operating Systems,Prof. Faculty 173,EL-190
2395,Diploma,Electronics & Communication,SY,4,A,Thursday,09:00,10:00,Project Lab,Prof. Faculty 075,EL-238
2396,Diploma,Electronics & Communication,SY,4,A,Thursday,10:00,11:00,Web Development,Prof. Faculty 240,EL-242
2397,Diploma,Electronics & Communication,SY,4,A,Thursday,11:15,12:15,Java Programming,Prof. Faculty 144,EL-237
2398,Diploma,Electronics & Communication,SY,4,A,Thursday,12:15,01:15,DBMS,Prof. Faculty 079,EL-201
2399,Diploma,Electronics & Communication,SY,4,A,Thursday,02:00,03:00,Electrical Machines,Prof. Faculty 096,EL-137
2400,Diploma,Electronics & Communication,SY,4,A,Thursday,03:00,04:00,Operating Systems,Prof. Faculty 130,EL-115
2401,Diploma,Electronics & Communication,SY,4,A,Friday,09:00,10:00,Python Programming,Prof. Faculty 236,EL-171
2402,Diploma,Electronics & Communication,SY,4,A,Friday,10:00,11:00,DBMS,Prof. Faculty 167,EL-295
2403,Diploma,Electronics & Communication,SY,4,A,Friday,11:15,12:15,Machine Learning,Prof. Faculty 174,EL-138
2404,Diploma,Electronics & Communication,SY,4,A,Friday,12:15,01:15,DBMS,Prof. Faculty 234,EL-130
2405,Diploma,Electronics & Communication,SY,4,A,Friday,02:00,03:00,Thermodynamics,Prof. Faculty 199,EL-139
2406,Diploma,Electronics & Communication,SY,4,A,Friday,03:00,04:00,Project Lab,Prof. Faculty 197,EL-159
2407,Diploma,Electronics & Communication,SY,4,A,Saturday,09:00,10:00,Data Structures,Prof. Faculty 207,EL-136
2408,Diploma,Electronics & Communication,SY,4,A,Saturday,10:00,11:00,Project Lab,Prof. Faculty 170,EL-165
2409,Diploma,Electronics & Communication,SY,4,A,Saturday,11:15,12:15,Computer Networks,Prof. Faculty 171,EL-291
2410,Diploma,Electronics & Communication,SY,4,A,Saturday,12:15,01:15,DBMS,Prof. Faculty 212,EL-291
2411,Diploma,Electronics & Communication,SY,4,A,Saturday,02:00,03:00,Electrical Machines,Prof. Faculty 115,EL-283
2412,Diploma,Electronics & Communication,SY,4,A,Saturday,03:00,04:00,DBMS,Prof. Faculty 228,EL-108
2413,Diploma,Electronics & Communication,SY,4,B,Monday,09:00,10:00,Web Development,Prof. Faculty 161,EL-165
2414,Diploma,Electronics & Communication,SY,4,B,Monday,10:00,11:00,Cyber Security,Prof. Faculty 030,EL-144
2415,Diploma,Electronics & Communication,SY,4,B,Monday,11:15,12:15,Software Engineering,Prof. Faculty 161,EL-204
2416,Diploma,Electronics & Communication,SY,4,B,Monday,12:15,01:15,DBMS,Prof. Faculty 042,EL-259
2417,Diploma,Electronics & Communication,SY,4,B,Monday,02:00,03:00,Software Engineering,Prof. Faculty 162,EL-101
2418,Diploma,Electronics & Communication,SY,4,B,Monday,03:00,04:00,Cyber Security,Prof. Faculty 001,EL-302
2419,Diploma,Electronics & Communication,SY,4,B,Tuesday,09:00,10:00,Software Engineering,Prof. Faculty 053,EL-191
2420,Diploma,Electronics & Communication,SY,4,B,Tuesday,10:00,11:00,Data Structures,Prof. Faculty 022,EL-246
2421,Diploma,Electronics & Communication,SY,4,B,Tuesday,11:15,12:15,Web Development,Prof. Faculty 140,EL-135
2422,Diploma,Electronics & Communication,SY,4,B,Tuesday,12:15,01:15,Web Development,Prof. Faculty 063,EL-211
2423,Diploma,Electronics & Communication,SY,4,B,Tuesday,02:00,03:00,Thermodynamics,Prof. Faculty 053,EL-265
2424,Diploma,Electronics & Communication,SY,4,B,Tuesday,03:00,04:00,CAD/CAM,Prof. Faculty 192,EL-128
2425,Diploma,Electronics & Communication,SY,4,B,Wednesday,09:00,10:00,Thermodynamics,Prof. Faculty 122,EL-288
2426,Diploma,Electronics & Communication,SY,4,B,Wednesday,10:00,11:00,Project Lab,Prof. Faculty 097,EL-147
2427,Diploma,Electronics & Communication,SY,4,B,Wednesday,11:15,12:15,Web Development,Prof. Faculty 216,EL-168
2428,Diploma,Electronics & Communication,SY,4,B,Wednesday,12:15,01:15,Python Programming,Prof. Faculty 115,EL-204
2429,Diploma,Electronics & Communication,SY,4,B,Wednesday,02:00,03:00,Machine Learning,Prof. Faculty 228,EL-152
2430,Diploma,Electronics & Communication,SY,4,B,Wednesday,03:00,04:00,Mathematics,Prof. Faculty 167,EL-288
2431,Diploma,Electronics & Communication,SY,4,B,Thursday,09:00,10:00,Cloud Computing,Prof. Faculty 190,EL-277
2432,Diploma,Electronics & Communication,SY,4,B,Thursday,10:00,11:00,Mathematics,Prof. Faculty 227,EL-190
2433,Diploma,Electronics & Communication,SY,4,B,Thursday,11:15,12:15,Operating Systems,Prof. Faculty 171,EL-134
2434,Diploma,Electronics & Communication,SY,4,B,Thursday,12:15,01:15,Computer Networks,Prof. Faculty 010,EL-241
2435,Diploma,Electronics & Communication,SY,4,B,Thursday,02:00,03:00,Thermodynamics,Prof. Faculty 114,EL-284
2436,Diploma,Electronics & Communication,SY,4,B,Thursday,03:00,04:00,DBMS,Prof. Faculty 112,EL-156
2437,Diploma,Electronics & Communication,SY,4,B,Friday,09:00,10:00,Electrical Machines,Prof. Faculty 005,EL-299
2438,Diploma,Electronics & Communication,SY,4,B,Friday,10:00,11:00,Software Engineering,Prof. Faculty 082,EL-279
2439,Diploma,Electronics & Communication,SY,4,B,Friday,11:15,12:15,Cyber Security,Prof. Faculty 054,EL-201
2440,Diploma,Electronics & Communication,SY,4,B,Friday,12:15,01:15,Surveying,Prof. Faculty 119,EL-164
2441,Diploma,Electronics & Communication,SY,4,B,Friday,02:00,03:00,Cyber Security,Prof. Faculty 248,EL-248
2442,Diploma,Electronics & Communication,SY,4,B,Friday,03:00,04:00,Operating Systems,Prof. Faculty 065,EL-249
2443,Diploma,Electronics & Communication,SY,4,B,Saturday,09:00,10:00,Operating Systems,Prof. Faculty 168,EL-314
2444,Diploma,Electronics & Communication,SY,4,B,Saturday,10:00,11:00,Cyber Security,Prof. Faculty 145,EL-223
2445,Diploma,Electronics & Communication,SY,4,B,Saturday,11:15,12:15,Thermodynamics,Prof. Faculty 244,EL-309
2446,Diploma,Electronics & Communication,SY,4,B,Saturday,12:15,01:15,Cloud Computing,Prof. Faculty 022,EL-234
2447,Diploma,Electronics & Communication,SY,4,B,Saturday,02:00,03:00,Electrical Machines,Prof. Faculty 157,EL-283
2448,Diploma,Electronics & Communication,SY,4,B,Saturday,03:00,04:00,Project Lab,Prof. Faculty 116,EL-228
2449,Diploma,Electronics & Communication,TY,5,A,Monday,09:00,10:00,Python Programming,Prof. Faculty 230,EL-203
2450,Diploma,Electronics & Communication,TY,5,A,Monday,10:00,11:00,Project Lab,Prof. Faculty 184,EL-234
2451,Diploma,Electronics & Communication,TY,5,A,Monday,11:15,12:15,Cloud Computing,Prof. Faculty 060,EL-214
2452,Diploma,Electronics & Communication,TY,5,A,Monday,12:15,01:15,Project Lab,Prof. Faculty 244,EL-104
2453,Diploma,Electronics & Communication,TY,5,A,Monday,02:00,03:00,Project Lab,Prof. Faculty 086,EL-142
2454,Diploma,Electronics & Communication,TY,5,A,Monday,03:00,04:00,Project Lab,Prof. Faculty 207,EL-266
2455,Diploma,Electronics & Communication,TY,5,A,Tuesday,09:00,10:00,Cloud Computing,Prof. Faculty 211,EL-170
2456,Diploma,Electronics & Communication,TY,5,A,Tuesday,10:00,11:00,Software Engineering,Prof. Faculty 151,EL-143
2457,Diploma,Electronics & Communication,TY,5,A,Tuesday,11:15,12:15,Python Programming,Prof. Faculty 116,EL-291
2458,Diploma,Electronics & Communication,TY,5,A,Tuesday,12:15,01:15,DBMS,Prof. Faculty 184,EL-240
2459,Diploma,Electronics & Communication,TY,5,A,Tuesday,02:00,03:00,Operating Systems,Prof. Faculty 040,EL-173
2460,Diploma,Electronics & Communication,TY,5,A,Tuesday,03:00,04:00,Software Engineering,Prof. Faculty 111,EL-268
2461,Diploma,Electronics & Communication,TY,5,A,Wednesday,09:00,10:00,Python Programming,Prof. Faculty 058,EL-192
2462,Diploma,Electronics & Communication,TY,5,A,Wednesday,10:00,11:00,AI Fundamentals,Prof. Faculty 040,EL-279
2463,Diploma,Electronics & Communication,TY,5,A,Wednesday,11:15,12:15,Physics,Prof. Faculty 020,EL-243
2464,Diploma,Electronics & Communication,TY,5,A,Wednesday,12:15,01:15,CAD/CAM,Prof. Faculty 242,EL-259
2465,Diploma,Electronics & Communication,TY,5,A,Wednesday,02:00,03:00,Computer Networks,Prof. Faculty 239,EL-117
2466,Diploma,Electronics & Communication,TY,5,A,Wednesday,03:00,04:00,Physics,Prof. Faculty 084,EL-208
2467,Diploma,Electronics & Communication,TY,5,A,Thursday,09:00,10:00,Cloud Computing,Prof. Faculty 172,EL-161
2468,Diploma,Electronics & Communication,TY,5,A,Thursday,10:00,11:00,Digital Electronics,Prof. Faculty 007,EL-320
2469,Diploma,Electronics & Communication,TY,5,A,Thursday,11:15,12:15,AI Fundamentals,Prof. Faculty 100,EL-197
2470,Diploma,Electronics & Communication,TY,5,A,Thursday,12:15,01:15,Mathematics,Prof. Faculty 152,EL-303
2471,Diploma,Electronics & Communication,TY,5,A,Thursday,02:00,03:00,Digital Electronics,Prof. Faculty 245,EL-141
2472,Diploma,Electronics & Communication,TY,5,A,Thursday,03:00,04:00,Thermodynamics,Prof. Faculty 093,EL-160
2473,Diploma,Electronics & Communication,TY,5,A,Friday,09:00,10:00,Software Engineering,Prof. Faculty 062,EL-287
2474,Diploma,Electronics & Communication,TY,5,A,Friday,10:00,11:00,Physics,Prof. Faculty 246,EL-207
2475,Diploma,Electronics & Communication,TY,5,A,Friday,11:15,12:15,Java Programming,Prof. Faculty 015,EL-155
2476,Diploma,Electronics & Communication,TY,5,A,Friday,12:15,01:15,Physics,Prof. Faculty 152,EL-249
2477,Diploma,Electronics & Communication,TY,5,A,Friday,02:00,03:00,Project Lab,Prof. Faculty 126,EL-156
2478,Diploma,Electronics & Communication,TY,5,A,Friday,03:00,04:00,Cyber Security,Prof. Faculty 116,EL-198
2479,Diploma,Electronics & Communication,TY,5,A,Saturday,09:00,10:00,Computer Networks,Prof. Faculty 147,EL-225
2480,Diploma,Electronics & Communication,TY,5,A,Saturday,10:00,11:00,Web Development,Prof. Faculty 216,EL-189
2481,Diploma,Electronics & Communication,TY,5,A,Saturday,11:15,12:15,Web Development,Prof. Faculty 182,EL-184
2482,Diploma,Electronics & Communication,TY,5,A,Saturday,12:15,01:15,Electrical Machines,Prof. Faculty 165,EL-290
2483,Diploma,Electronics & Communication,TY,5,A,Saturday,02:00,03:00,Java Programming,Prof. Faculty 020,EL-110
2484,Diploma,Electronics & Communication,TY,5,A,Saturday,03:00,04:00,Physics,Prof. Faculty 235,EL-234
2485,Diploma,Electronics & Communication,TY,5,B,Monday,09:00,10:00,Thermodynamics,Prof. Faculty 180,EL-121
2486,Diploma,Electronics & Communication,TY,5,B,Monday,10:00,11:00,Surveying,Prof. Faculty 195,EL-279
2487,Diploma,Electronics & Communication,TY,5,B,Monday,11:15,12:15,Cloud Computing,Prof. Faculty 191,EL-271
2488,Diploma,Electronics & Communication,TY,5,B,Monday,12:15,01:15,Computer Networks,Prof. Faculty 097,EL-247
2489,Diploma,Electronics & Communication,TY,5,B,Monday,02:00,03:00,Software Engineering,Prof. Faculty 081,EL-295
2490,Diploma,Electronics & Communication,TY,5,B,Monday,03:00,04:00,CAD/CAM,Prof. Faculty 192,EL-227
2491,Diploma,Electronics & Communication,TY,5,B,Tuesday,09:00,10:00,Data Structures,Prof. Faculty 216,EL-156
2492,Diploma,Electronics & Communication,TY,5,B,Tuesday,10:00,11:00,Digital Electronics,Prof. Faculty 009,EL-174
2493,Diploma,Electronics & Communication,TY,5,B,Tuesday,11:15,12:15,AI Fundamentals,Prof. Faculty 239,EL-244
2494,Diploma,Electronics & Communication,TY,5,B,Tuesday,12:15,01:15,CAD/CAM,Prof. Faculty 038,EL-313
2495,Diploma,Electronics & Communication,TY,5,B,Tuesday,02:00,03:00,Surveying,Prof. Faculty 122,EL-156
2496,Diploma,Electronics & Communication,TY,5,B,Tuesday,03:00,04:00,Cloud Computing,Prof. Faculty 238,EL-287
2497,Diploma,Electronics & Communication,TY,5,B,Wednesday,09:00,10:00,Thermodynamics,Prof. Faculty 045,EL-316
