placement_id,company_name,program,department,job_role,package_lpa,location,drive_date,eligibility,vacancies,skills_required,registration_deadline,contact_email,status
P139,Google,Diploma,Information Technology,Mechanical Engineer,7.5,Surat,2026-08-11,"70% throughout, No active backlogs",94,"C++, Algorithms",2026-07-30,placement139@svit.edu.in,Registration Open
P140,LTIMindtree,ME,Computer Applications,Full Stack Developer,17.5,Gandhinagar,2026-06-30,"65% throughout, No active backlogs",35,"Python, SQL, DSA",2026-06-16,placement140@svit.edu.in,Upcoming
P141,Microsoft,Diploma,Computer Applications,Cloud Engineer,11.4,Gandhinagar,2026-05-18,"70% throughout, No active backlogs",49,"Java, OOP, DBMS",2026-05-13,placement141@svit.edu.in,Registration Open
P142,HCLTech,ME,Civil Engineering,Graduate Engineer Trainee,7.8,Surat,2026-05-30,"65% throughout, No active backlogs",118,"PLC, Electrical Machines",2026-05-26,placement142@svit.edu.in,Upcoming
P143,Infosys,BE,Mechanical Engineering,Software Engineer,7.4,Mumbai,2026-01-09,"65% throughout, No active backlogs",87,"Communication Skills, Aptitude",2025-12-30,placement143@svit.edu.in,Registration Open
P144,Amazon,BE,Civil Engineering,QA Engineer,5.8,Surat,2026-11-05,"60% throughout, No active backlogs",46,"C++, Algorithms",2026-10-26,placement144@svit.edu.in,Upcoming
P145,Accenture,Diploma,Civil Engineering,Mechanical Engineer,10.5,Surat,2026-11-21,"60% throughout, No active backlogs",55,"C++, Algorithms",2026-11-07,placement145@svit.edu.in,Registration Open
P146,Adani Group,BCA,Data Science,Civil Engineer,4.3,Ahmedabad,2026-08-25,"60% throughout, No active backlogs",65,"C++, Algorithms",2026-08-18,placement146@svit.edu.in,Registration Open
P147,Larsen & Toubro,BE,Electrical Engineering,Civil Engineer,8.8,Mumbai,2026-08-02,"60% throughout, No active backlogs",76,"Python, SQL, DSA",2026-07-28,placement147@svit.edu.in,Upcoming
P148,Wipro,BCA,Information Technology,Network Engineer,14.1,Ahmedabad,2026-05-13,"60% throughout, No active backlogs",31,"PLC, Electrical Machines",2026-05-04,placement148@svit.edu.in,Completed
P149,Infosys,BE,Information Technology,Business Analyst,3.2,Ahmedabad,2026-02-12,"60% throughout, No active backlogs",74,"PLC, Electrical Machines",2026-01-29,placement149@svit.edu.in,Upcoming
P150,Larsen & Toubro,BE,Mechanical Engineering,Electrical Engineer,13.2,Bengaluru,2026-09-28,"65% throughout, No active backlogs",100,"C++, Algorithms",2026-09-24,placement150@svit.edu.in,Completed
P151,Larsen & Toubro,MCA,Information Technology,Business Analyst,6.2,Vadodara,2026-06-11,"60% throughout, No active backlogs",33,"AutoCAD, Design",2026-06-08,placement151@svit.edu.in,Upcoming
P152,Infosys,BCA,Mechanical Engineering,Cloud Engineer,9.7,Ahmedabad,2026-01-07,"60% throughout, No active backlogs",33,"Communication Skills, Aptitude",2025-12-24,placement152@svit.edu.in,Completed
P153,Oracle,Diploma,Civil Engineering,Full Stack Developer,17.9,Hyderabad,2026-06-18,"60% throughout, No active backlogs",84,"PLC, Electrical Machines",2026-06-15,placement153@svit.edu.in,Completed
P154,Amazon,ME,Computer Engineering,Full Stack Developer,4.9,Vadodara,2026-04-04,"70% throughout, No active backlogs",45,"Java, OOP, DBMS",2026-03-27,placement154@svit.edu.in,Upcoming
P155,HCLTech,BCA,Mechanical Engineering,Cloud Engineer,12.9,Pune,2026-04-07,"60% throughout, No active backlogs",36,"Communication Skills, Aptitude",2026-03-29,placement155@svit.edu.in,Completed
P156,Cognizant,BCA,Electrical Engineering,Data Analyst,11.0,Gandhinagar,2026-03-14,"60% throughout, No active backlogs",47,"AutoCAD, Design",2026-03-03,placement156@svit.edu.in,Upcoming
P157,Siemens,MCA,Electrical Engineering,QA Engineer,13.7,Surat,2026-06-04,"65% throughout, No active backlogs",55,"AutoCAD, Design",2026-05-30,placement157@svit.edu.in,Registration Open
P158,Tata Consultancy Services,BE,Automobile Engineering,Cloud Engineer,14.7,Mumbai,2026-11-15,"60% throughout, No active backlogs",91,"Java, OOP, DBMS",2026-11-06,placement158@svit.edu.in,Upcoming
P159,Google,Diploma,Automobile Engineering,Business Analyst,17.0,Ahmedabad,2026-09-30,"60% throughout, No active backlogs",120,"PLC, Electrical Machines",2026-09-25,placement159@svit.edu.in,Completed
P160,Tech Mahindra,BE,Automobile Engineering,Full Stack Developer,14.3,Ahmedabad,2026-09-25,"70% throughout, No active backlogs",8,"Communication Skills, Aptitude",2026-09-15,placement160@svit.edu.in,Registration Open
P161,IBM,Diploma,Automobile Engineering,Full Stack Developer,6.9,Mumbai,2026-05-08,"60% throughout, No active backlogs",33,"C++, Algorithms",2026-04-27,placement161@svit.edu.in,Registration Open
P162,Capgemini,MCA,Automobile Engineering,Mechanical Engineer,10.5,Gandhinagar,2026-09-18,"65% throughout, No active backlogs",86,"PLC, Electrical Machines",2026-09-03,placement162@svit.edu.in,Completed
P163,Google,BCA,Automobile Engineering,Data Analyst,16.3,Surat,2026-03-29,"60% throughout, No active backlogs",93,"C++, Algorithms",2026-03-15,placement163@svit.edu.in,Registration Open
P164,Amazon,BE,Electrical Engineering,AI/ML Intern,13.6,Bengaluru,2026-06-11,"65% throughout, No active backlogs",48,"C++, Algorithms",2026-05-27,placement164@svit.edu.in,Registration Open
P165,Larsen & Toubro,Diploma,Civil Engineering,Graduate Engineer Trainee,9.6,Mumbai,2026-10-29,"65% throughout, No active backlogs",120,"Java, OOP, DBMS",2026-10-26,placement165@svit.edu.in,Registration Open
P166,Siemens,BE,Electrical Engineering,AI/ML Intern,5.7,Bengaluru,2026-01-14,"60% throughout, No active backlogs",52,"Communication Skills, Aptitude",2026-01-07,placement166@svit.edu.in,Completed
P167,Adani Group,MCA,Civil Engineering,QA Engineer,15.3,Ahmedabad,2026-10-05,"70% throughout, No active backlogs",104,"Python, SQL, DSA",2026-09-29,placement167@svit.edu.in,Upcoming
P168,IBM,MCA,Electrical Engineering,Civil Engineer,15.8,Gandhinagar,2026-08-08,"60% throughout, No active backlogs",65,"PLC, Electrical Machines",2026-08-01,placement168@svit.edu.in,Completed
P169,Microsoft,BE,Artificial Intelligence & Machine Learning,Data Analyst,10.5,Vadodara,2026-06-19,"70% throughout, No active backlogs",60,"C++, Algorithms",2026-06-16,placement169@svit.edu.in,Completed
P170,Tech Mahindra,ME,Electronics & Communication,QA Engineer,14.2,Vadodara,2026-04-06,"70% throughout, No active backlogs",115,"Java, OOP, DBMS",2026-03-25,placement170@svit.edu.in,Completed
P171,Capgemini,MCA,Electrical Engineering,QA Engineer,13.4,Gandhinagar,2026-04-03,"70% throughout, No active backlogs",89,"C++, Algorithms",2026-03-19,placement171@svit.edu.in,Upcoming
P172,HCLTech,Diploma,Artificial Intelligence & Machine Learning,Full Stack Developer,13.7,Hyderabad,2026-09-28,"60% throughout, No active backlogs",39,"Java, OOP, DBMS",2026-09-20,placement172@svit.edu.in,Upcoming
P173,Capgemini,ME,Automobile Engineering,Data Analyst,14.4,Bengaluru,2026-01-25,"65% throughout, No active backlogs",118,"Python, SQL, DSA",2026-01-20,placement173@svit.edu.in,Registration Open
P174,Infosys,BE,Automobile Engineering,AI/ML Intern,11.4,Vadodara,2026-02-27,"70% throughout, No active backlogs",104,"AutoCAD, Design",2026-02-13,placement174@svit.edu.in,Completed
P175,Infosys,BE,Electrical Engineering,AI/ML Intern,3.9,Vadodara,2026-05-03,"60% throughout, No active backlogs",33,"Python, SQL, DSA",2026-04-18,placement175@svit.edu.in,Upcoming
P176,NVIDIA,BE,Information Technology,Cloud Engineer,13.2,Hyderabad,2026-11-05,"70% throughout, No active backlogs",106,"Java, OOP, DBMS",2026-10-24,placement176@svit.edu.in,Completed
P177,Reliance Industries,MCA,Civil Engineering,QA Engineer,17.4,Vadodara,2026-03-08,"60% throughout, No active backlogs",98,"Java, OOP, DBMS",2026-02-27,placement177@svit.edu.in,Upcoming
P178,LTIMindtree,MCA,Computer Applications,Cloud Engineer,7.7,Gandhinagar,2026-06-29,"60% throughout, No active backlogs",21,"AutoCAD, Design",2026-06-19,placement178@svit.edu.in,Completed
P179,Bosch,MCA,Data Science,Mechanical Engineer,13.2,Gandhinagar,2026-08-26,"60% throughout, No active backlogs",68,"PLC, Electrical Machines",2026-08-11,placement179@svit.edu.in,Registration Open
P180,HCLTech,ME,Civil Engineering,Network Engineer,12.7,Hyderabad,2026-01-09,"60% throughout, No active backlogs",60,"Communication Skills, Aptitude",2025-12-31,placement180@svit.edu.in,Upcoming
P181,HCLTech,Diploma,Information Technology,Cloud Engineer,13.8,Ahmedabad,2026-09-13,"60% throughout, No active backlogs",88,"Communication Skills, Aptitude",2026-09-03,placement181@svit.edu.in,Upcoming
P182,Reliance Industries,MCA,Civil Engineering,Civil Engineer,17.7,Hyderabad,2026-11-07,"70% throughout, No active backlogs",59,"Python, SQL, DSA",2026-11-04,placement182@svit.edu.in,Completed
P183,Tata Consultancy Services,BE,Electronics & Communication,Mechanical Engineer,17.2,Hyderabad,2026-06-06,"65% throughout, No active backlogs",38,"PLC, Electrical Machines",2026-05-23,placement183@svit.edu.in,Registration Open
P184,Adani Group,MCA,Mechanical Engineering,Mechanical Engineer,12.0,Pune,2026-02-28,"65% throughout, No active backlogs",45,"Python, SQL, DSA",2026-02-13,placement184@svit.edu.in,Upcoming
P185,Tech Mahindra,BE,Computer Engineering,Electrical Engineer,9.0,Surat,2026-04-13,"65% throughout, No active backlogs",90,"Communication Skills, Aptitude",2026-03-29,placement185@svit.edu.in,Completed
P186,Oracle,MCA,Mechanical Engineering,AI/ML Intern,4.6,Surat,2026-03-06,"70% throughout, No active backlogs",106,"AutoCAD, Design",2026-02-22,placement186@svit.edu.in,Completed
P187,Accenture,BE,Computer Applications,Civil Engineer,12.1,Hyderabad,2026-07-17,"70% throughout, No active backlogs",76,"Communication Skills, Aptitude",2026-07-02,placement187@svit.edu.in,Registration Open
P188,NVIDIA,MCA,Mechanical Engineering,Graduate Engineer Trainee,16.7,Hyderabad,2026-06-08,"60% throughout, No active backlogs",88,"PLC, Electrical Machines",2026-05-25,placement188@svit.edu.in,Registration Open
P189,Capgemini,Diploma,Artificial Intelligence & Machine Learning,Cloud Engineer,7.3,Gandhinagar,2026-05-30,"65% throughout, No active backlogs",23,"C++, Algorithms",2026-05-15,placement189@svit.edu.in,Upcoming
P190,Accenture,MCA,Electronics & Communication,Data Analyst,12.2,Mumbai,2026-06-12,"70% throughout, No active backlogs",16,"Communication Skills, Aptitude",2026-05-28,placement190@svit.edu.in,Completed
P191,Amazon,MCA,Computer Applications,Data Analyst,5.6,Gandhinagar,2026-03-16,"65% throughout, No active backlogs",80,"AutoCAD, Design",2026-03-04,placement191@svit.edu.in,Completed
P192,Siemens,Diploma,Artificial Intelligence & Machine Learning,QA Engineer,13.4,Mumbai,2026-01-16,"70% throughout, No active backlogs",86,"C++, Algorithms",2026-01-06,placement192@svit.edu.in,Registration Open
P193,Oracle,BCA,Automobile Engineering,Business Analyst,13.6,Hyderabad,2026-02-18,"70% throughout, No active backlogs",19,"Python, SQL, DSA",2026-02-03,placement193@svit.edu.in,Registration Open
P194,Infosys,MCA,Data Science,Cloud Engineer,14.2,Bengaluru,2026-11-09,"60% throughout, No active backlogs",107,"Python, SQL, DSA",2026-10-25,placement194@svit.edu.in,Registration Open
P195,Accenture,BE,Electrical Engineering,AI/ML Intern,16.0,Vadodara,2026-06-09,"70% throughout, No active backlogs",67,"C++, Algorithms",2026-05-28,placement195@svit.edu.in,Completed
P196,Microsoft,MCA,Computer Engineering,Network Engineer,4.7,Bengaluru,2026-02-09,"70% throughout, No active backlogs",90,"AutoCAD, Design",2026-01-29,placement196@svit.edu.in,Registration Open
P197,NVIDIA,Diploma,Information Technology,Network Engineer,9.7,Ahmedabad,2026-02-10,"70% throughout, No active backlogs",85,"AutoCAD, Design",2026-02-03,placement197@svit.edu.in,Registration Open
P198,Siemens,ME,Data Science,Full Stack Developer,10.9,Hyderabad,2026-08-29,"65% throughout, No active backlogs",112,"C++, Algorithms",2026-08-18,placement198@svit.edu.in,Registration Open
P199,Infosys,BE,Information Technology,Cloud Engineer,14.0,Bengaluru,2026-02-07,"60% throughout, No active backlogs",44,"Python, SQL, DSA",2026-01-30,placement199@svit.edu.in,Registration Open
P200,Microsoft,Diploma,Electronics & Communication,Electrical Engineer,13.0,Gandhinagar,2026-03-13,"60% throughout, No active backlogs",22,"Java, OOP, DBMS",2026-02-26,placement200@svit.edu.in,Registration Open
P201,Accenture,BE,Civil Engineering,AI/ML Intern,6.8,Pune,2026-02-10,"60% throughout, No active backlogs",99,"Communication Skills, Aptitude",2026-01-28,placement201@svit.edu.in,Completed
P202,HCLTech,Diploma,Data Science,Electrical Engineer,14.0,Mumbai,2026-09-06,"60% throughout, No active backlogs",61,"AutoCAD, Design",2026-08-31,placement202@svit.edu.in,Registration Open
P203,Wipro,BE,Civil Engineering,QA Engineer,10.3,Vadodara,2026-01-31,"60% throughout, No active backlogs",102,"PLC, Electrical Machines",2026-01-28,placement203@svit.edu.in,Registration Open
P204,Oracle,BCA,Information Technology,Full Stack Developer,16.1,Gandhinagar,2026-07-12,"70% throughout, No active backlogs",105,"C++, Algorithms",2026-07-07,placement204@svit.edu.in,Registration Open
P205,Tech Mahindra,MCA,Artificial Intelligence & Machine Learning,Full Stack Developer,9.0,Hyderabad,2026-02-23,"70% throughout, No active backlogs",80,"AutoCAD, Design",2026-02-19,placement205@svit.edu.in,Upcoming
P206,Infosys,Diploma,Mechanical Engineering,Graduate Engineer Trainee,13.3,Mumbai,2026-09-15,"60% throughout, No active backlogs",92,"C++, Algorithms",2026-09-03,placement206@svit.edu.in,Upcoming
P207,Cognizant,BE,Electronics & Communication,AI/ML Intern,11.3,Gandhinagar,2026-10-10,"70% throughout, No active backlogs",28,"AutoCAD, Design",2026-10-04,placement207@svit.edu.in,Upcoming
P208,HCLTech,BCA,Computer Applications,Civil Engineer,10.9,Gandhinagar,2026-06-29,"60% throughout, No active backlogs",38,"C++, Algorithms",2026-06-20,placement208@svit.edu.in,Registration Open
P209,Google,MCA,Electronics & Communication,Mechanical Engineer,8.8,Gandhinagar,2026-01-18,"70% throughout, No active backlogs",16,"Communication Skills, Aptitude",2026-01-15,placement209@svit.edu.in,Completed
P210,Infosys,MCA,Artificial Intelligence & Machine Learning,Civil Engineer,17.1,Pune,2026-02-16,"70% throughout, No active backlogs",35,"Java, OOP, DBMS",2026-02-02,placement210@svit.edu.in,Upcoming
P211,Wipro,MCA,Electronics & Communication,Network Engineer,17.1,Ahmedabad,2026-03-03,"60% throughout, No active backlogs",67,"AutoCAD, Design",2026-02-28,placement211@svit.edu.in,Upcoming
P212,Tata Consultancy Services,BE,Artificial Intelligence & Machine Learning,AI/ML Intern,12.0,Gandhinagar,2026-08-28,"65% throughout, No active backlogs",45,"Java, OOP, DBMS",2026-08-19,placement212@svit.edu.in,Completed
P213,Microsoft,MCA,Computer Applications,Full Stack Developer,5.3,Surat,2026-05-09,"60% throughout, No active backlogs",82,"Communication Skills, Aptitude",2026-05-02,placement213@svit.edu.in,Registration Open
P214,NVIDIA,ME,Data Science,Civil Engineer,14.4,Pune,2026-10-16,"60% throughout, No active backlogs",15,"Python, SQL, DSA",2026-10-11,placement214@svit.edu.in,Registration Open
P215,Google,BE,Automobile Engineering,Network Engineer,9.8,Mumbai,2026-08-23,"65% throughout, No active backlogs",10,"Java, OOP, DBMS",2026-08-13,placement215@svit.edu.in,Completed
P216,Siemens,BE,Artificial Intelligence & Machine Learning,Cloud Engineer,11.9,Ahmedabad,2026-04-08,"70% throughout, No active backlogs",38,"Python, SQL, DSA",2026-04-03,placement216@svit.edu.in,Completed
P217,Bosch,ME,Computer Applications,Mechanical Engineer,9.8,Vadodara,2026-04-06,"70% throughout, No active backlogs",103,"Python, SQL, DSA",2026-04-03,placement217@svit.edu.in,Completed
P218,Tech Mahindra,BE,Information Technology,QA Engineer,17.8,Bengaluru,2026-10-04,"65% throughout, No active backlogs",9,"Java, OOP, DBMS",2026-09-30,placement218@svit.edu.in,Upcoming
P219,IBM,BE,Electronics & Communication,Data Analyst,16.1,Ahmedabad,2026-02-20,"70% throughout, No active backlogs",37,"PLC, Electrical Machines",2026-02-11,placement219@svit.edu.in,Completed
P220,Adani Group,MCA,Automobile Engineering,QA Engineer,6.4,Vadodara,2026-10-13,"65% throughout, No active backlogs",63,"PLC, Electrical Machines",2026-10-01,placement220@svit.edu.in,Completed
P221,HCLTech,BCA,Mechanical Engineering,Full Stack Developer,17.7,Bengaluru,2026-08-07,"60% throughout, No active backlogs",51,"C++, Algorithms",2026-07-24,placement221@svit.edu.in,Registration Open
P222,Bosch,BCA,Electronics & Communication,Electrical Engineer,3.9,Vadodara,2026-10-09,"60% throughout, No active backlogs",6,"Communication Skills, Aptitude",2026-10-06,placement222@svit.edu.in,Registration Open
P223,Tata Consultancy Services,Diploma,Information Technology,Network Engineer,11.0,Gandhinagar,2026-04-22,"60% throughout, No active backlogs",53,"C++, Algorithms",2026-04-09,placement223@svit.edu.in,Upcoming
P224,Cognizant,BCA,Electronics & Communication,Mechanical Engineer,6.0,Pune,2026-05-16,"65% throughout, No active backlogs",116,"C++, Algorithms",2026-05-06,placement224@svit.edu.in,Registration Open
P225,Tech Mahindra,MCA,Mechanical Engineering,Full Stack Developer,9.8,Pune,2026-11-04,"65% throughout, No active backlogs",51,"C++, Algorithms",2026-10-26,placement225@svit.edu.in,Upcoming
P226,Microsoft,BE,Civil Engineering,QA Engineer,9.4,Ahmedabad,2026-03-12,"65% throughout, No active backlogs",79,"C++, Algorithms",2026-02-25,placement226@svit.edu.in,Registration Open
P227,Accenture,Diploma,Civil Engineering,Civil Engineer,13.2,Bengaluru,2026-07-05,"70% throughout, No active backlogs",48,"Communication Skills, Aptitude",2026-06-22,placement227@svit.edu.in,Completed
P228,HCLTech,BCA,Civil Engineering,Mechanical Engineer,14.4,Vadodara,2026-10-15,"65% throughout, No active backlogs",24,"C++, Algorithms",2026-10-02,placement228@svit.edu.in,Completed
P229,LTIMindtree,BE,Electronics & Communication,Full Stack Developer,15.5,Mumbai,2026-06-19,"65% throughout, No active backlogs",84,"AutoCAD, Design",2026-06-12,placement229@svit.edu.in,Registration Open
P230,Accenture,BCA,Computer Applications,Full Stack Developer,13.7,Pune,2026-10-18,"70% throughout, No active backlogs",35,"Java, OOP, DBMS",2026-10-08,placement230@svit.edu.in,Upcoming
P231,Accenture,ME,Electronics & Communication,Full Stack Developer,3.9,Ahmedabad,2026-08-31,"60% throughout, No active backlogs",35,"C++, Algorithms",2026-08-26,placement231@svit.edu.in,Completed
P232,Siemens,BE,Information Technology,Business Analyst,14.8,Vadodara,2026-07-15,"60% throughout, No active backlogs",84,"C++, Algorithms",2026-07-08,placement232@svit.edu.in,Completed
P233,Accenture,ME,Information Technology,Mechanical Engineer,15.8,Mumbai,2026-10-07,"70% throughout, No active backlogs",118,"PLC, Electrical Machines",2026-10-02,placement233@svit.edu.in,Upcoming
P234,Tata Consultancy Services,BE,Artificial Intelligence & Machine Learning,Cloud Engineer,14.3,Hyderabad,2026-06-27,"60% throughout, No active backlogs",87,"C++, Algorithms",2026-06-23,placement234@svit.edu.in,Registration Open
P235,Infosys,BE,Data Science,Business Analyst,4.5,Pune,2026-06-01,"60% throughout, No active backlogs",66,"Python, SQL, DSA",2026-05-17,placement235@svit.edu.in,Completed
P236,Infosys,MCA,Information Technology,Electrical Engineer,14.8,Ahmedabad,2026-05-06,"70% throughout, No active backlogs",19,"C++, Algorithms",2026-04-30,placement236@svit.edu.in,Registration Open
P237,Google,ME,Computer Applications,Electrical Engineer,7.5,Ahmedabad,2026-10-10,"65% throughout, No active backlogs",90,"C++, Algorithms",2026-09-26,placement237@svit.edu.in,Registration Open
P238,NVIDIA,ME,Data Science,Full Stack Developer,12.6,Bengaluru,2026-03-03,"70% throughout, No active backlogs",92,"Communication Skills, Aptitude",2026-02-17,placement238@svit.edu.in,Upcoming
P239,Infosys,ME,Computer Applications,Data Analyst,17.9,Ahmedabad,2026-10-14,"65% throughout, No active backlogs",11,"Java, OOP, DBMS",2026-10-02,placement239@svit.edu.in,Registration Open
P240,Tech Mahindra,BE,Computer Applications,Full Stack Developer,9.5,Vadodara,2026-06-14,"65% throughout, No active backlogs",99,"Python, SQL, DSA",2026-06-02,placement240@svit.edu.in,Completed
P241,Google,BE,Data Science,AI/ML Intern,10.2,Vadodara,2026-09-28,"70% throughout, No active backlogs",111,"Java, OOP, DBMS",2026-09-20,placement241@svit.edu.in,Registration Open
P242,LTIMindtree,MCA,Data Science,Data Analyst,8.9,Vadodara,2026-07-04,"70% throughout, No active backlogs",8,"Communication Skills, Aptitude",2026-07-01,placement242@svit.edu.in,Completed
P243,Capgemini,Diploma,Computer Applications,Network Engineer,8.2,Ahmedabad,2026-11-25,"70% throughout, No active backlogs",63,"C++, Algorithms",2026-11-22,placement243@svit.edu.in,Completed
P244,HCLTech,ME,Computer Applications,AI/ML Intern,13.4,Pune,2026-02-16,"65% throughout, No active backlogs",8,"Java, OOP, DBMS",2026-02-11,placement244@svit.edu.in,Completed
P245,IBM,ME,Computer Applications,Business Analyst,5.2,Bengaluru,2026-02-20,"60% throughout, No active backlogs",52,"Java, OOP, DBMS",2026-02-11,placement245@svit.edu.in,Registration Open
P246,Reliance Industries,MCA,Computer Engineering,Software Engineer,12.7,Ahmedabad,2026-10-05,"70% throughout, No active backlogs",64,"C++, Algorithms",2026-09-28,placement246@svit.edu.in,Upcoming
P247,Tech Mahindra,BCA,Computer Engineering,Business Analyst,17.0,Gandhinagar,2026-11-07,"60% throughout, No active backlogs",44,"PLC, Electrical Machines",2026-11-04,placement247@svit.edu.in,Completed
P248,Capgemini,Diploma,Electronics & Communication,Data Analyst,4.7,Surat,2026-09-22,"70% throughout, No active backlogs",67,"AutoCAD, Design",2026-09-09,placement248@svit.edu.in,Upcoming
P249,Cognizant,ME,Automobile Engineering,AI/ML Intern,10.6,Ahmedabad,2026-08-18,"65% throughout, No active backlogs",76,"Java, OOP, DBMS",2026-08-09,placement249@svit.edu.in,Completed
P250,Capgemini,BCA,Data Science,Cloud Engineer,13.2,Vadodara,2026-06-06,"70% throughout, No active backlogs",82,"AutoCAD, Design",2026-06-02,placement250@svit.edu.in,Registration Open
P251,LTIMindtree,MCA,Electrical Engineering,Software Engineer,6.7,Mumbai,2026-03-28,"65% throughout, No active backlogs",14,"C++, Algorithms",2026-03-16,placement251@svit.edu.in,Registration Open
P252,Siemens,BE,Data Science,Graduate Engineer Trainee,5.8,Vadodara,2026-01-18,"65% throughout, No active backlogs",21,"AutoCAD, Design",2026-01-09,placement252@svit.edu.in,Registration Open
P253,Infosys,BE,Information Technology,Software Engineer,12.7,Gandhinagar,2026-10-15,"70% throughout, No active backlogs",73,"Java, OOP, DBMS",2026-10-10,placement253@svit.edu.in,Completed
P254,Google,BCA,Computer Engineering,Data Analyst,17.1,Surat,2026-11-02,"65% throughout, No active backlogs",43,"AutoCAD, Design",2026-10-24,placement254@svit.edu.in,Completed
P255,Tech Mahindra,Diploma,Civil Engineering,Cloud Engineer,9.8,Surat,2026-03-16,"60% throughout, No active backlogs",89,"Java, OOP, DBMS",2026-03-05,placement255@svit.edu.in,Registration Open
P256,NVIDIA,MCA,Information Technology,QA Engineer,6.6,Vadodara,2026-02-25,"60% throughout, No active backlogs",93,"Java, OOP, DBMS",2026-02-20,placement256@svit.edu.in,Completed
P257,Siemens,Diploma,Data Science,Data Analyst,16.9,Ahmedabad,2026-04-10,"60% throughout, No active backlogs",118,"Python, SQL, DSA",2026-04-01,placement257@svit.edu.in,Registration Open
P258,Larsen & Toubro,BE,Computer Engineering,QA Engineer,3.8,Bengaluru,2026-04-05,"70% throughout, No active backlogs",112,"Java, OOP, DBMS",2026-03-22,placement258@svit.edu.in,Upcoming
P259,Google,Diploma,Data Science,Electrical Engineer,6.3,Ahmedabad,2026-10-05,"60% throughout, No active backlogs",44,"Python, SQL, DSA",2026-09-29,placement259@svit.edu.in,Upcoming
P260,HCLTech,MCA,Electrical Engineering,QA Engineer,10.1,Ahmedabad,2026-02-09,"60% throughout, No active backlogs",62,"Communication Skills, Aptitude",2026-01-27,placement260@svit.edu.in,Registration Open
P261,Accenture,ME,Automobile Engineering,AI/ML Intern,14.7,Mumbai,2026-11-26,"60% throughout, No active backlogs",10,"C++, Algorithms",2026-11-22,placement261@svit.edu.in,Upcoming
P262,IBM,BCA,Artificial Intelligence & Machine Learning,Mechanical Engineer,13.9,Vadodara,2026-04-04,"60% throughout, No active backlogs",87,"Java, OOP, DBMS",2026-03-21,placement262@svit.edu.in,Completed
P263,Adani Group,Diploma,Electrical Engineering,Full Stack Developer,3.6,Ahmedabad,2026-11-18,"65% throughout, No active backlogs",117,"AutoCAD, Design",2026-11-07,placement263@svit.edu.in,Upcoming
P264,Tech Mahindra,BE,Computer Engineering,Full Stack Developer,12.7,Vadodara,2026-11-27,"60% throughout, No active backlogs",30,"Java, OOP, DBMS",2026-11-19,placement264@svit.edu.in,Registration Open
P265,Capgemini,ME,Civil Engineering,Civil Engineer,9.7,Ahmedabad,2026-02-14,"70% throughout, No active backlogs",94,"C++, Algorithms",2026-02-08,placement265@svit.edu.in,Registration Open
P266,Infosys,BE,Computer Applications,Full Stack Developer,11.7,Mumbai,2026-04-20,"60% throughout, No active backlogs",15,"Communication Skills, Aptitude",2026-04-14,placement266@svit.edu.in,Upcoming
P267,Cognizant,Diploma,Computer Applications,Data Analyst,14.2,Surat,2026-01-14,"70% throughout, No active backlogs",61,"PLC, Electrical Machines",2026-01-01,placement267@svit.edu.in,Completed
P268,Cognizant,Diploma,Automobile Engineering,Mechanical Engineer,10.2,Hyderabad,2026-07-05,"70% throughout, No active backlogs",39,"PLC, Electrical Machines",2026-06-27,placement268@svit.edu.in,Registration Open
P269,LTIMindtree,Diploma,Electrical Engineering,QA Engineer,8.8,Mumbai,2026-01-17,"65% throughout, No active backlogs",100,"Python, SQL, DSA",2026-01-11,placement269@svit.edu.in,Upcoming
P270,Oracle,BE,Information Technology,Business Analyst,16.9,Vadodara,2026-07-03,"70% throughout, No active backlogs",7,"AutoCAD, Design",2026-06-18,placement270@svit.edu.in,Completed
P271,Capgemini,ME,Civil Engineering,Network Engineer,10.5,Surat,2026-10-07,"60% throughout, No active backlogs",101,"AutoCAD, Design",2026-09-30,placement271@svit.edu.in,Completed
P272,Adani Group,BE,Computer Engineering,Electrical Engineer,8.7,Hyderabad,2026-09-02,"65% throughout, No active backlogs",61,"C++, Algorithms",2026-08-18,placement272@svit.edu.in,Upcoming
P273,Oracle,Diploma,Automobile Engineering,Data Analyst,10.6,Pune,2026-07-31,"65% throughout, No active backlogs",15,"Communication Skills, Aptitude",2026-07-26,placement273@svit.edu.in,Completed
P274,Accenture,BCA,Electronics & Communication,Civil Engineer,4.5,Bengaluru,2026-04-02,"60% throughout, No active backlogs",11,"Java, OOP, DBMS",2026-03-20,placement274@svit.edu.in,Registration Open
P275,HCLTech,BE,Computer Engineering,AI/ML Intern,13.6,Pune,2026-10-14,"65% throughout, No active backlogs",83,"Java, OOP, DBMS",2026-10-07,placement275@svit.edu.in,Upcoming
P276,HCLTech,MCA,Information Technology,Full Stack Developer,16.8,Vadodara,2026-11-11,"60% throughout, No active backlogs",66,"PLC, Electrical Machines",2026-10-30,placement276@svit.edu.in,Upcoming
P277,Siemens,ME,Data Science,AI/ML Intern,3.6,Pune,2026-08-27,"70% throughout, No active backlogs",19,"Java, OOP, DBMS",2026-08-24,placement277@svit.edu.in,Completed
P278,Reliance Industries,BE,Civil Engineering,QA Engineer,8.5,Gandhinagar,2026-11-26,"65% throughout, No active backlogs",104,"Communication Skills, Aptitude",2026-11-21,placement278@svit.edu.in,Upcoming
