room_id,room_name,building,floor,room_type,capacity,status,department,facilities
ROOM-0411,CI-113,,,,,Active,Civil Engineering,
ROOM-0412,CI-114,,,,,Active,Civil Engineering,
ROOM-0413,CI-115,,,,,Active,Civil Engineering,
ROOM-0414,CI-116,,,,,Active,Civil Engineering,
ROOM-0415,CI-117,,,,,Active,Civil Engineering,
ROOM-0416,CI-118,,,,,Active,Civil Engineering,
ROOM-0417,CI-119,,,,,Active,Civil Engineering,
ROOM-0418,CI-120,,,,,Active,Civil Engineering,
ROOM-0419,CI-121,,,,,Active,Civil Engineering,
ROOM-0420,CI-122,,,,,Active,Civil Engineering,
ROOM-0421,CI-123,,,,,Active,Civil Engineering,
ROOM-0422,CI-124,,,,,Active,Civil Engineering,
ROOM-0423,CI-125,,,,,Active,Civil Engineering,
ROOM-0424,CI-126,,,,,Active,Civil Engineering,
ROOM-0425,CI-127,,,,,Active,Civil Engineering,
ROOM-0426,CI-128,,,,,Active,Civil Engineering,
ROOM-0427,CI-129,,,,,Active,Civil Engineering,
ROOM-0428,CI-130,,,,,Active,Civil Engineering,
ROOM-0429,CI-131,,,,,Active,Civil Engineering,
ROOM-0430,CI-132,,,,,Active,Civil Engineering,
ROOM-0431,CI-133,,,,,Active,Civil Engineering,
ROOM-0432,CI-134,,,,,Active,Civil Engineering,
ROOM-0433,CI-135,,,,,Active,Civil Engineering,
ROOM-0434,CI-136,,,,,Active,Civil Engineering,
ROOM-0435,CI-137,,,,,Active,Civil Engineering,
ROOM-0436,CI-138,,,,,Active,Civil Engineering,
ROOM-0437,CI-139,,,,,Active,Civil Engineering,
ROOM-0438,CI-140,,,,,Active,Civil Engineering,
ROOM-0439,CI-141,,,,,Active,Civil Engineering,
ROOM-0440,CI-142,,,,,Active,Civil Engineering,
ROOM-0441,CI-143,,,,,Active,Civil Engineering,
ROOM-0442,CI-144,,,,,Active,Civil Engineering,
ROOM-0443,CI-145,,,,,Active,Civil Engineering,
ROOM-0444,CI-146,,,,,Active,Civil Engineering,
ROOM-0445,CI-147,,,,,Active,Civil Engineering,
ROOM-0446,CI-148,,,,,Active,Civil Engineering,
ROOM-0447,CI-149,,,,,Active,Civil Engineering,
ROOM-0448,CI-150,,,,,Active,Civil Engineering,
ROOM-0449,CI-151,,,,,Active,Civil Engineering,
ROOM-0450,CI-152,,,,,Active,Civil Engineering,
ROOM-0451,CI-153,,,,,Active,Civil Engineering,
ROOM-0452,CI-154,,,,,Active,Civil Engineering,
ROOM-0453,CI-155,,,,,Active,Civil Engineering,
ROOM-0454,CI-156,,,,,Active,Civil Engineering,
ROOM-0455,CI-157,,,,,Active,Civil Engineering,
ROOM-0456,CI-158,,,,,Active,Civil Engineering,
ROOM-0457,CI-159,,,,,Active,Civil Engineering,
ROOM-0458,CI-160,,,,,Active,Civil Engineering,
ROOM-0459,CI-161,,,,,Active,Civil Engineering,
ROOM-0460,CI-162,,,,,Active,Civil Engineering,
ROOM-0461,CI-163,,,,,Active,Civil Engineering,
ROOM-0462,CI-164,,,,,Active,Civil Engineering,
ROOM-0463,CI-165,,,,,Active,Civil Engineering,
ROOM-0464,CI-166,,,,,Active,Civil Engineering,
ROOM-0465,CI-167,,,,,Active,Civil Engineering,
ROOM-0466,CI-168,,,,,Active,Civil Engineering,
ROOM-0467,CI-169,,,,,Active,Civil Engineering,
ROOM-0468,CI-170,,,,,Active,Civil Engineering,
ROOM-0469,CI-171,,,,,Active,Civil Engineering,
ROOM-0470,CI-172,,,,,Active,Civil Engineering,
ROOM-0471,CI-174,,,,,Active,Civil Engineering,
ROOM-0472,CI-175,,,,,Active,Civil Engineering,
ROOM-0473,CI-176,,,,,Active,Civil Engineering,
ROOM-0474,CI-177,,,,,Active,Civil Engineering,
ROOM-0475,CI-178,,,,,Active,Civil Engineering,
ROOM-0476,CI-179,,,,,Active,Civil Engineering,
ROOM-0477,CI-180,,,,,Active,Civil Engineering,
ROOM-0478,CI-181,,,,,Active,Civil Engineering,
ROOM-0479,CI-182,,,,,Active,Civil Engineering,
ROOM-0480,CI-183,,,,,Active,Civil Engineering,
ROOM-0481,CI-184,,,,,Active,Civil Engineering,
ROOM-0482,CI-185,,,,,Active,Civil Engineering,
ROOM-0483,CI-186,,,,,Active,Civil Engineering,
ROOM-0484,CI-187,,,,,Active,Civil Engineering,
ROOM-0485,CI-188,,,,,Active,Civil Engineering,
ROOM-0486,CI-189,,,,,Active,Civil Engineering,
ROOM-0487,CI-190,,,,,Active,Civil Engineering,
ROOM-0488,CI-191,,,,,Active,Civil Engineering,
ROOM-0489,CI-192,,,,,Active,Civil Engineering,
ROOM-0490,CI-193,,,,,Active,Civil Engineering,
ROOM-0491,CI-194,,,,,Active,Civil Engineering,
ROOM-0492,CI-195,,,,,Active,Civil Engineering,
ROOM-0493,CI-196,,,,,Active,Civil Engineering,
ROOM-0494,CI-197,,,,,Active,Civil Engineering,
ROOM-0495,CI-198,,,,,Active,Civil Engineering,
ROOM-0496,CI-199,,,,,Active,Civil Engineering,
ROOM-0497,CI-200,,,,,Active,Civil Engineering,
ROOM-0498,CI-201,,,,,Active,Civil Engineering,
ROOM-0499,CI-202,,,,,Active,Civil Engineering,
ROOM-0500,CI-203,,,,,Active,Civil Engineering,
ROOM-0501,CI-204,,,,,Active,Civil Engineering,
ROOM-0502,CI-205,,,,,Active,Civil Engineering,
ROOM-0503,CI-206,,,,,Active,Civil Engineering,
ROOM-0504,CI-207,,,,,Active,Civil Engineering,
ROOM-0505,CI-208,,,,,Active,Civil Engineering,
ROOM-0506,CI-209,,,,,Active,Civil Engineering,
ROOM-0507,CI-210,,,,,Active,Civil Engineering,
ROOM-0508,CI-211,,,,,Active,Civil Engineering,
ROOM-0509,CI-212,,,,,Active,Civil Engineering,
ROOM-0510,CI-213,,,,,Active,Civil Engineering,
ROOM-0511,CI-214,,,,,Active,Civil Engineering,
ROOM-0512,CI-215,,,,,Active,Civil Engineering,
ROOM-0513,CI-216,,,,,Active,Civil Engineering,
ROOM-0514,CI-217,,,,,Active,Civil Engineering,
ROOM-0515,CI-218,,,,,Active,Civil Engineering,
ROOM-0516,CI-219,,,,,Active,Civil Engineering,
ROOM-0517,CI-220,,,,,Active,Civil Engineering,
ROOM-0518,CI-221,,,,,Active,Civil Engineering,
ROOM-0519,CI-222,,,,,Active,Civil Engineering,
ROOM-0520,CI-223,,,,,Active,Civil Engineering,
ROOM-0521,CI-224,,,,,Active,Civil Engineering,
ROOM-0522,CI-225,,,,,Active,Civil Engineering,
ROOM-0523,CI-226,,,,,Active,Civil Engineering,
ROOM-0524,CI-227,,,,,Active,Civil Engineering,
ROOM-0525,CI-228,,,,,Active,Civil Engineering,
ROOM-0526,CI-229,,,,,Active,Civil Engineering,
ROOM-0527,CI-230,,,,,Active,Civil Engineering,
ROOM-0528,CI-231,,,,,Active,Civil Engineering,
ROOM-0529,CI-232,,,,,Active,Civil Engineering,
ROOM-0530,CI-233,,,,,Active,Civil Engineering,
ROOM-0531,CI-234,,,,,Active,Civil Engineering,
ROOM-0532,CI-235,,,,,Active,Civil Engineering,
ROOM-0533,CI-236,,,,,Active,Civil Engineering,
ROOM-0534,CI-237,,,,,Active,Civil Engineering,
ROOM-0535,CI-238,,,,,Active,Civil Engineering,
ROOM-0536,CI-239,,,,,Active,Civil Engineering,
ROOM-0537,CI-240,,,,,Active,Civil Engineering,
ROOM-0538,CI-241,,,,,Active,Civil Engineering,
ROOM-0539,CI-242,,,,,Active,Civil Engineering,
ROOM-0540,CI-243,,,,,Active,Civil Engineering,
ROOM-0541,CI-244,,,,,Active,Civil Engineering,
ROOM-0542,CI-245,,,,,Active,Civil Engineering,
ROOM-0543,CI-246,,,,,Active,Civil Engineering,
ROOM-0544,CI-247,,,,,Active,Civil Engineering,
ROOM-0545,CI-248,,,,,Active,Civil Engineering,
ROOM-0546,CI-249,,,,,Active,Civil Engineering,
ROOM-0547,CI-250,,,,,Active,Civil Engineering,
ROOM-0548,CI-251,,,,,Active,Civil Engineering,
ROOM-0549,CI-252,,,,,Active,Civil Engineering,
ROOM-0550,CI-253,,,,,Active,Civil Engineering,
ROOM-0551,CI-254,,,,,Active,Civil Engineering,
ROOM-0552,CI-255,,,,,Active,Civil Engineering,
ROOM-0553,CI-256,,,,,Active,Civil Engineering,
ROOM-0554,CI-257,,,,,Active,Civil Engineering,
ROOM-0555,CI-258,,,,,Active,Civil Engineering,
ROOM-0556,CI-259,,,,,Active,Civil Engineering,
ROOM-0557,CI-260,,,,,Active,Civil Engineering,
ROOM-0558,CI-261,,,,,Active,Civil Engineering,
ROOM-0559,CI-262,,,,,Active,Civil Engineering,
ROOM-0560,CI-263,,,,,Active,Civil Engineering,
ROOM-0561,CI-264,,,,,Active,Civil Engineering,
ROOM-0562,CI-265,,,,,Active,Civil Engineering,
ROOM-0563,CI-266,,,,,Active,Civil Engineering,
ROOM-0564,CI-267,,,,,Active,Civil Engineering,
ROOM-0565,CI-268,,,,,Active,Civil Engineering,
ROOM-0566,CI-269,,,,,Active,Civil Engineering,
ROOM-0567,CI-270,,,,,Active,Civil Engineering,
ROOM-0568,CI-271,,,,,Active,Civil Engineering,
ROOM-0569,CI-272,,,,,Active,Civil Engineering,
ROOM-0570,CI-273,,,,,Active,Civil Engineering,
ROOM-0571,CI-274,,,,,Active,Civil Engineering,
ROOM-0572,CI-275,,,,,Active,Civil Engineering,
ROOM-0573,CI-276,,,,,Active,Civil Engineering,
ROOM-0574,CI-277,,,,,Active,Civil Engineering,
ROOM-0575,CI-278,,,,,Active,Civil Engineering,
ROOM-0576,CI-279,,,,,Active,Civil Engineering,
ROOM-0577,CI-280,,,,,Active,Civil Engineering,
ROOM-0578,CI-281,,,,,Active,Civil Engineering,
ROOM-0579,CI-282,,,,,Active,Civil Engineering,
ROOM-0580,CI-283,,,,,Active,Civil Engineering,
ROOM-0581,CI-284,,,,,Active,Civil Engineering,
ROOM-0582,CI-285,,,,,Active,Civil Engineering,
ROOM-0583,CI-286,,,,,Active,Civil Engineering,
ROOM-0584,CI-287,,,,,Active,Civil Engineering,
ROOM-0585,CI-288,,,,,Active,Civil Engineering,
ROOM-0586,CI-289,,,,,Active,Civil Engineering,
ROOM-0587,CI-290,,,,,Active,Civil Engineering,
ROOM-0588,CI-291,,,,,Active,Civil Engineering,
ROOM-0589,CI-292,,,,,Active,Civil Engineering,
ROOM-0590,CI-293,,,,,Active,Civil Engineering,
ROOM-0591,CI-294,,,,,Active,Civil Engineering,
ROOM-0592,CI-295,,,,,Active,Civil Engineering,
ROOM-0593,CI-296,,,,,Active,Civil Engineering,
ROOM-0594,CI-297,,,,,Active,Civil Engineering,
ROOM-0595,CI-298,,,,,Active,Civil Engineering,
ROOM-0596,CI-299,,,,,Active,Civil Engineering,
ROOM-0597,CI-300,,,,,Active,Civil Engineering,
ROOM-0598,CI-301,,,,,Active,Civil Engineering,
ROOM-0599,CI-302,,,,,Active,Civil Engineering,
ROOM-0600,CI-303,,,,,Active,Civil Engineering,
ROOM-0601,CI-304,,,,,Active,Civil Engineering,
ROOM-0602,CI-305,,,,,Active,Civil Engineering,
ROOM-0603,CI-306,,,,,Active,Civil Engineering,
ROOM-0604,CI-307,,,,,Active,Civil Engineering,
ROOM-0605,CI-308,,,,,Active,Civil Engineering,
ROOM-0606,CI-309,,,,,Active,Civil Engineering,
ROOM-0607,CI-310,,,,,Active,Civil Engineering,
ROOM-0608,CI-311,,,,,Active,Civil Engineering,
ROOM-0609,CI-312,,,,,Active,Civil Engineering,
ROOM-0610,CI-313,,,,,Active,Civil Engineering,
ROOM-0611,CI-314,,,,,Active,Civil Engineering,
ROOM-0612,CI-315,,,,,Active,Civil Engineering,
ROOM-0613,CI-316,,,,,Active,Civil Engineering,
ROOM-0614,CI-317,,,,,Active,Civil Engineering,
ROOM-0615,CI-318,,,,,Active,Civil Engineering,
ROOM-0616,CI-319,,,,,Active,Civil Engineering,
ROOM-0617,CI-320,,,,,Active,Civil Engineering,
ROOM-0618,CO-101,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0619,CO-102,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0620,CO-103,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0621,CO-104,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0622,CO-105,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0623,CO-106,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0624,CO-107,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0625,CO-108,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0626,CO-109,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0627,CO-110,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0628,CO-111,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0629,CO-112,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0630,CO-113,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0631,CO-114,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0632,CO-115,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0633,CO-116,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0634,CO-117,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0635,CO-118,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0636,CO-119,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0637,CO-120,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0638,CO-121,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0639,CO-122,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0640,CO-123,,,,,Active,Computer Engineering,
ROOM-0641,CO-124,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0642,CO-125,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0643,CO-126,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0644,CO-127,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0645,CO-128,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0646,CO-129,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0647,CO-130,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0648,CO-131,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0649,CO-132,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0650,CO-133,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0651,CO-134,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0652,CO-135,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0653,CO-136,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0654,CO-137,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0655,CO-138,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0656,CO-139,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0657,CO-140,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0658,CO-141,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0659,CO-142,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0660,CO-143,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0661,CO-144,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0662,CO-145,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0663,CO-146,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0664,CO-147,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0665,CO-148,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0666,CO-149,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0667,CO-150,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0668,CO-151,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0669,CO-152,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0670,CO-153,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0671,CO-154,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0672,CO-155,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0673,CO-156,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0674,CO-157,,,,,Active,Computer Engineering,
ROOM-0675,CO-158,,,,,Active,Computer Engineering,
ROOM-0676,CO-159,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0677,CO-160,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0678,CO-161,,,,,Active,Computer Engineering,
ROOM-0679,CO-162,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0680,CO-163,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0681,CO-164,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0682,CO-165,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0683,CO-166,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0684,CO-167,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0685,CO-168,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0686,CO-169,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0687,CO-170,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0688,CO-171,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0689,CO-172,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0690,CO-173,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0691,CO-174,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0692,CO-175,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0693,CO-176,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0694,CO-177,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0695,CO-178,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0696,CO-179,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0697,CO-180,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0698,CO-181,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0699,CO-182,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0700,CO-183,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0701,CO-184,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0702,CO-185,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0703,CO-186,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0704,CO-187,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0705,CO-188,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0706,CO-189,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0707,CO-190,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0708,CO-191,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0709,CO-192,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0710,CO-193,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0711,CO-194,,,,,Active,Computer Engineering,
ROOM-0712,CO-195,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0713,CO-196,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0714,CO-197,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0715,CO-198,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0716,CO-199,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0717,CO-200,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0718,CO-201,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0719,CO-202,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0720,CO-203,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0721,CO-204,,,,,Active,Computer Applications,
ROOM-0722,CO-205,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0723,CO-206,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0724,CO-207,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0725,CO-208,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0726,CO-209,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0727,CO-210,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0728,CO-211,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0729,CO-212,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0730,CO-213,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0731,CO-214,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0732,CO-215,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0733,CO-216,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0734,CO-217,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0735,CO-218,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0736,CO-219,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0737,CO-220,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0738,CO-221,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0739,CO-222,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0740,CO-223,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0741,CO-224,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0742,CO-225,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0743,CO-226,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0744,CO-227,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0745,CO-228,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0746,CO-229,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0747,CO-230,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0748,CO-231,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0749,CO-232,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0750,CO-233,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0751,CO-234,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0752,CO-235,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0753,CO-236,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0754,CO-237,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0755,CO-238,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0756,CO-239,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0757,CO-240,,,,,Active,Computer Engineering,
ROOM-0758,CO-241,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0759,CO-242,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0760,CO-243,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0761,CO-244,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0762,CO-245,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0763,CO-246,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0764,CO-247,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0765,CO-248,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0766,CO-249,,,,,Active,Computer Engineering,
ROOM-0767,CO-250,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0768,CO-251,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0769,CO-252,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0770,CO-253,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0771,CO-254,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0772,CO-255,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0773,CO-256,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0774,CO-257,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0775,CO-258,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0776,CO-259,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0777,CO-260,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0778,CO-261,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0779,CO-262,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0780,CO-263,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0781,CO-264,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0782,CO-265,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0783,CO-266,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0784,CO-267,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0785,CO-268,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0786,CO-269,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0787,CO-270,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0788,CO-271,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0789,CO-272,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0790,CO-273,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0791,CO-274,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0792,CO-275,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0793,CO-276,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0794,CO-277,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0795,CO-278,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0796,CO-279,,,,,Active,Computer Engineering,
ROOM-0797,CO-280,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0798,CO-281,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0799,CO-282,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0800,CO-283,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0801,CO-284,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0802,CO-285,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0803,CO-286,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0804,CO-287,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0805,CO-288,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0806,CO-289,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0807,CO-290,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0808,CO-291,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0809,CO-292,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0810,CO-293,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0811,CO-294,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0812,CO-295,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0813,CO-296,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0814,CO-297,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0815,CO-298,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0816,CO-299,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0817,CO-300,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0818,CO-301,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0819,CO-302,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0820,CO-303,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0821,CO-304,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0822,CO-305,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0823,CO-306,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0824,CO-307,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0825,CO-308,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0826,CO-309,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0827,CO-310,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0828,CO-311,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0829,CO-312,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0830,CO-313,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0831,CO-314,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0832,CO-315,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0833,CO-316,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0834,CO-317,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0835,CO-318,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0836,CO-319,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0837,CO-320,,,,,Active,Computer Applications; Computer Engineering,
ROOM-0838,DA-101,,,,,Active,Data Science,
ROOM-0839,DA-102,,,,,Active,Data Science,
ROOM-0840,DA-103,,,,,Active,Data Science,
ROOM-0841,DA-104,,,,,Active,Data Science,
