subject_id,program,department,year,semester,subject_code,subject_name,subject_type,credits
S0346,BE,Mechanical Engineering,SY,4,BEME401,Engineering Drawing,Theory,4
S0347,BE,Mechanical Engineering,SY,4,BEME402,Thermodynamics,Theory,4
S0348,BE,Mechanical Engineering,SY,4,BEME403,Fluid Mechanics,Theory,4
S0349,BE,Mechanical Engineering,SY,4,BEME404,CAD/CAM,Practical,2
S0350,BE,Mechanical Engineering,SY,4,BEME405,Manufacturing Technology,Practical,2
S0351,BE,Mechanical Engineering,TY,5,BEME501,Engineering Drawing,Theory,4
S0352,BE,Mechanical Engineering,TY,5,BEME502,Thermodynamics,Theory,4
S0353,BE,Mechanical Engineering,TY,5,BEME503,Fluid Mechanics,Theory,4
S0354,BE,Mechanical Engineering,TY,5,BEME504,CAD/CAM,Practical,2
S0355,BE,Mechanical Engineering,TY,5,BEME505,Manufacturing Technology,Practical,2
S0356,BE,Mechanical Engineering,TY,6,BEME601,Engineering Drawing,Theory,4
S0357,BE,Mechanical Engineering,TY,6,BEME602,Thermodynamics,Theory,4
S0358,BE,Mechanical Engineering,TY,6,BEME603,Fluid Mechanics,Theory,4
S0359,BE,Mechanical Engineering,TY,6,BEME604,CAD/CAM,Practical,2
S0360,BE,Mechanical Engineering,TY,6,BEME605,Manufacturing Technology,Practical,2
S0361,BE,Mechanical Engineering,LY,7,BEME701,Engineering Drawing,Theory,4
S0362,BE,Mechanical Engineering,LY,7,BEME702,Thermodynamics,Theory,4
S0363,BE,Mechanical Engineering,LY,7,BEME703,Fluid Mechanics,Theory,4
S0364,BE,Mechanical Engineering,LY,7,BEME704,CAD/CAM,Practical,2
S0365,BE,Mechanical Engineering,LY,7,BEME705,Manufacturing Technology,Practical,2
S0366,BE,Mechanical Engineering,LY,8,BEME801,Engineering Drawing,Theory,4
S0367,BE,Mechanical Engineering,LY,8,BEME802,Thermodynamics,Theory,4
S0368,BE,Mechanical Engineering,LY,8,BEME803,Fluid Mechanics,Theory,4
S0369,BE,Mechanical Engineering,LY,8,BEME804,CAD/CAM,Practical,2
S0370,BE,Mechanical Engineering,LY,8,BEME805,Manufacturing Technology,Practical,2
S0371,BE,Electrical Engineering,FY,1,BEEL101,Basic Electrical,Theory,4
S0372,BE,Electrical Engineering,FY,1,BEEL102,Electrical Machines,Theory,4
S0373,BE,Electrical Engineering,FY,1,BEEL103,Power Systems,Theory,4
S0374,BE,Electrical Engineering,FY,1,BEEL104,Control Systems,Practical,2
S0375,BE,Electrical Engineering,FY,1,BEEL105,Power Electronics,Practical,2
S0376,BE,Electrical Engineering,FY,2,BEEL201,Basic Electrical,Theory,4
S0377,BE,Electrical Engineering,FY,2,BEEL202,Electrical Machines,Theory,4
S0378,BE,Electrical Engineering,FY,2,BEEL203,Power Systems,Theory,4
S0379,BE,Electrical Engineering,FY,2,BEEL204,Control Systems,Practical,2
S0380,BE,Electrical Engineering,FY,2,BEEL205,Power Electronics,Practical,2
S0381,BE,Electrical Engineering,SY,3,BEEL301,Basic Electrical,Theory,4
S0382,BE,Electrical Engineering,SY,3,BEEL302,Electrical Machines,Theory,4
S0383,BE,Electrical Engineering,SY,3,BEEL303,Power Systems,Theory,4
S0384,BE,Electrical Engineering,SY,3,BEEL304,Control Systems,Practical,2
S0385,BE,Electrical Engineering,SY,3,BEEL305,Power Electronics,Practical,2
S0386,BE,Electrical Engineering,SY,4,BEEL401,Basic Electrical,Theory,4
S0387,BE,Electrical Engineering,SY,4,BEEL402,Electrical Machines,Theory,4
S0388,BE,Electrical Engineering,SY,4,BEEL403,Power Systems,Theory,4
S0389,BE,Electrical Engineering,SY,4,BEEL404,Control Systems,Practical,2
S0390,BE,Electrical Engineering,SY,4,BEEL405,Power Electronics,Practical,2
S0391,BE,Electrical Engineering,TY,5,BEEL501,Basic Electrical,Theory,4
S0392,BE,Electrical Engineering,TY,5,BEEL502,Electrical Machines,Theory,4
S0393,BE,Electrical Engineering,TY,5,BEEL503,Power Systems,Theory,4
S0394,BE,Electrical Engineering,TY,5,BEEL504,Control Systems,Practical,2
S0395,BE,Electrical Engineering,TY,5,BEEL505,Power Electronics,Practical,2
S0396,BE,Electrical Engineering,TY,6,BEEL601,Basic Electrical,Theory,4
S0397,BE,Electrical Engineering,TY,6,BEEL602,Electrical Machines,Theory,4
S0398,BE,Electrical Engineering,TY,6,BEEL603,Power Systems,Theory,4
S0399,BE,Electrical Engineering,TY,6,BEEL604,Control Systems,Practical,2
S0400,BE,Electrical Engineering,TY,6,BEEL605,Power Electronics,Practical,2
S0401,BE,Electrical Engineering,LY,7,BEEL701,Basic Electrical,Theory,4
S0402,BE,Electrical Engineering,LY,7,BEEL702,Electrical Machines,Theory,4
S0403,BE,Electrical Engineering,LY,7,BEEL703,Power Systems,Theory,4
S0404,BE,Electrical Engineering,LY,7,BEEL704,Control Systems,Practical,2
S0405,BE,Electrical Engineering,LY,7,BEEL705,Power Electronics,Practical,2
S0406,BE,Electrical Engineering,LY,8,BEEL801,Basic Electrical,Theory,4
S0407,BE,Electrical Engineering,LY,8,BEEL802,Electrical Machines,Theory,4
S0408,BE,Electrical Engineering,LY,8,BEEL803,Power Systems,Theory,4
S0409,BE,Electrical Engineering,LY,8,BEEL804,Control Systems,Practical,2
S0410,BE,Electrical Engineering,LY,8,BEEL805,Power Electronics,Practical,2
S0411,BE,Electronics & Communication,FY,1,BEEL101,Digital Electronics,Theory,4
S0412,BE,Electronics & Communication,FY,1,BEEL102,Microprocessors,Theory,4
S0413,BE,Electronics & Communication,FY,1,BEEL103,Communication Systems,Theory,4
S0414,BE,Electronics & Communication,FY,1,BEEL104,VLSI,Practical,2
S0415,BE,Electronics & Communication,FY,1,BEEL105,Embedded Systems,Practical,2
S0416,BE,Electronics & Communication,FY,2,BEEL201,Digital Electronics,Theory,4
S0417,BE,Electronics & Communication,FY,2,BEEL202,Microprocessors,Theory,4
S0418,BE,Electronics & Communication,FY,2,BEEL203,Communication Systems,Theory,4
S0419,BE,Electronics & Communication,FY,2,BEEL204,VLSI,Practical,2
S0420,BE,Electronics & Communication,FY,2,BEEL205,Embedded Systems,Practical,2
S0421,BE,Electronics & Communication,SY,3,BEEL301,Digital Electronics,Theory,4
S0422,BE,Electronics & Communication,SY,3,BEEL302,Microprocessors,Theory,4
S0423,BE,Electronics & Communication,SY,3,BEEL303,Communication Systems,Theory,4
S0424,BE,Electronics & Communication,SY,3,BEEL304,VLSI,Practical,2
S0425,BE,Electronics & Communication,SY,3,BEEL305,Embedded Systems,Practical,2
S0426,BE,Electronics & Communication,SY,4,BEEL401,Digital Electronics,Theory,4
S0427,BE,Electronics & Communication,SY,4,BEEL402,Microprocessors,Theory,4
S0428,BE,Electronics & Communication,SY,4,BEEL403,Communication Systems,Theory,4
S0429,BE,Electronics & Communication,SY,4,BEEL404,VLSI,Practical,2
S0430,BE,Electronics & Communication,SY,4,BEEL405,Embedded Systems,Practical,2
S0431,BE,Electronics & Communication,TY,5,BEEL501,Digital Electronics,Theory,4
S0432,BE,Electronics & Communication,TY,5,BEEL502,Microprocessors,Theory,4
S0433,BE,Electronics & Communication,TY,5,BEEL503,Communication Systems,Theory,4
S0434,BE,Electronics & Communication,TY,5,BEEL504,VLSI,Practical,2
S0435,BE,Electronics & Communication,TY,5,BEEL505,Embedded Systems,Practical,2
S0436,BE,Electronics & Communication,TY,6,BEEL601,Digital Electronics,Theory,4
S0437,BE,Electronics & Communication,TY,6,BEEL602,Microprocessors,Theory,4
S0438,BE,Electronics & Communication,TY,6,BEEL603,Communication Systems,Theory,4
S0439,BE,Electronics & Communication,TY,6,BEEL604,VLSI,Practical,2
S0440,BE,Electronics & Communication,TY,6,BEEL605,Embedded Systems,Practical,2
S0441,BE,Electronics & Communication,LY,7,BEEL701,Digital Electronics,Theory,4
S0442,BE,Electronics & Communication,LY,7,BEEL702,Microprocessors,Theory,4
S0443,BE,Electronics & Communication,LY,7,BEEL703,Communication Systems,Theory,4
S0444,BE,Electronics & Communication,LY,7,BEEL704,VLSI,Practical,2
S0445,BE,Electronics & Communication,LY,7,BEEL705,Embedded Systems,Practical,2
S0446,BE,Electronics & Communication,LY,8,BEEL801,Digital Electronics,Theory,4
S0447,BE,Electronics & Communication,LY,8,BEEL802,Microprocessors,Theory,4
S0448,BE,Electronics & Communication,LY,8,BEEL803,Communication Systems,Theory,4
S0449,BE,Electronics & Communication,LY,8,BEEL804,VLSI,Practical,2
S0450,BE,Electronics & Communication,LY,8,BEEL805,Embedded Systems,Practical,2
S0451,BE,Artificial Intelligence & Machine Learning,FY,1,BEAR101,AI Fundamentals,Theory,4
S0452,BE,Artificial Intelligence & Machine Learning,FY,1,BEAR102,Machine Learning,Theory,4
S0453,BE,Artificial Intelligence & Machine Learning,FY,1,BEAR103,Deep Learning,Theory,4
S0454,BE,Artificial Intelligence & Machine Learning,FY,1,BEAR104,Computer Vision,Practical,2
S0455,BE,Artificial Intelligence & Machine Learning,FY,1,BEAR105,Natural Language Processing,Practical,2
S0456,BE,Artificial Intelligence & Machine Learning,FY,2,BEAR201,AI Fundamentals,Theory,4
S0457,BE,Artificial Intelligence & Machine Learning,FY,2,BEAR202,Machine Learning,Theory,4
S0458,BE,Artificial Intelligence & Machine Learning,FY,2,BEAR203,Deep Learning,Theory,4
S0459,BE,Artificial Intelligence & Machine Learning,FY,2,BEAR204,Computer Vision,Practical,2
S0460,BE,Artificial Intelligence & Machine Learning,FY,2,BEAR205,Natural Language Processing,Practical,2
S0461,BE,Artificial Intelligence & Machine Learning,SY,3,BEAR301,AI Fundamentals,Theory,4
S0462,BE,Artificial Intelligence & Machine Learning,SY,3,BEAR302,Machine Learning,Theory,4
S0463,BE,Artificial Intelligence & Machine Learning,SY,3,BEAR303,Deep Learning,Theory,4
S0464,BE,Artificial Intelligence & Machine Learning,SY,3,BEAR304,Computer Vision,Practical,2
S0465,BE,Artificial Intelligence & Machine Learning,SY,3,BEAR305,Natural Language Processing,Practical,2
S0466,BE,Artificial Intelligence & Machine Learning,SY,4,BEAR401,AI Fundamentals,Theory,4
S0467,BE,Artificial Intelligence & Machine Learning,SY,4,BEAR402,Machine Learning,Theory,4
S0468,BE,Artificial Intelligence & Machine Learning,SY,4,BEAR403,Deep Learning,Theory,4
S0469,BE,Artificial Intelligence & Machine Learning,SY,4,BEAR404,Computer Vision,Practical,2
S0470,BE,Artificial Intelligence & Machine Learning,SY,4,BEAR405,Natural Language Processing,Practical,2
S0471,BE,Artificial Intelligence & Machine Learning,TY,5,BEAR501,AI Fundamentals,Theory,4
S0472,BE,Artificial Intelligence & Machine Learning,TY,5,BEAR502,Machine Learning,Theory,4
S0473,BE,Artificial Intelligence & Machine Learning,TY,5,BEAR503,Deep Learning,Theory,4
S0474,BE,Artificial Intelligence & Machine Learning,TY,5,BEAR504,Computer Vision,Practical,2
S0475,BE,Artificial Intelligence & Machine Learning,TY,5,BEAR505,Natural Language Processing,Practical,2
S0476,BE,Artificial Intelligence & Machine Learning,TY,6,BEAR601,AI Fundamentals,Theory,4
S0477,BE,Artificial Intelligence & Machine Learning,TY,6,BEAR602,Machine Learning,Theory,4
S0478,BE,Artificial Intelligence & Machine Learning,TY,6,BEAR603,Deep Learning,Theory,4
S0479,BE,Artificial Intelligence & Machine Learning,TY,6,BEAR604,Computer Vision,Practical,2
S0480,BE,Artificial Intelligence & Machine Learning,TY,6,BEAR605,Natural Language Processing,Practical,2
S0481,BE,Artificial Intelligence & Machine Learning,LY,7,BEAR701,AI Fundamentals,Theory,4
S0482,BE,Artificial Intelligence & Machine Learning,LY,7,BEAR702,Machine Learning,Theory,4
S0483,BE,Artificial Intelligence & Machine Learning,LY,7,BEAR703,Deep Learning,Theory,4
S0484,BE,Artificial Intelligence & Machine Learning,LY,7,BEAR704,Computer Vision,Practical,2
S0485,BE,Artificial Intelligence & Machine Learning,LY,7,BEAR705,Natural Language Processing,Practical,2
S0486,BE,Artificial Intelligence & Machine Learning,LY,8,BEAR801,AI Fundamentals,Theory,4
S0487,BE,Artificial Intelligence & Machine Learning,LY,8,BEAR802,Machine Learning,Theory,4
S0488,BE,Artificial Intelligence & Machine Learning,LY,8,BEAR803,Deep Learning,Theory,4
S0489,BE,Artificial Intelligence & Machine Learning,LY,8,BEAR804,Computer Vision,Practical,2
S0490,BE,Artificial Intelligence & Machine Learning,LY,8,BEAR805,Natural Language Processing,Practical,2
S0491,BE,Data Science,FY,1,BEDA101,Statistics,Theory,4
S0492,BE,Data Science,FY,1,BEDA102,Python for Data Science,Theory,4
S0493,BE,Data Science,FY,1,BEDA103,Data Analytics,Theory,4
S0494,BE,Data Science,FY,1,BEDA104,Big Data,Practical,2
S0495,BE,Data Science,FY,1,BEDA105,Data Visualization,Practical,2
S0496,BE,Data Science,FY,2,BEDA201,Statistics,Theory,4
S0497,BE,Data Science,FY,2,BEDA202,Python for Data Science,Theory,4
S0498,BE,Data Science,FY,2,BEDA203,Data Analytics,Theory,4
S0499,BE,Data Science,FY,2,BEDA204,Big Data,Practical,2
S0500,BE,Data Science,FY,2,BEDA205,Data Visualization,Practical,2
S0501,BE,Data Science,SY,3,BEDA301,Statistics,Theory,4
S0502,BE,Data Science,SY,3,BEDA302,Python for Data Science,Theory,4
S0503,BE,Data Science,SY,3,BEDA303,Data Analytics,Theory,4
S0504,BE,Data Science,SY,3,BEDA304,Big Data,Practical,2
S0505,BE,Data Science,SY,3,BEDA305,Data Visualization,Practical,2
S0506,BE,Data Science,SY,4,BEDA401,Statistics,Theory,4
S0507,BE,Data Science,SY,4,BEDA402,Python for Data Science,Theory,4
S0508,BE,Data Science,SY,4,BEDA403,Data Analytics,Theory,4
S0509,BE,Data Science,SY,4,BEDA404,Big Data,Practical,2
S0510,BE,Data Science,SY,4,BEDA405,Data Visualization,Practical,2
S0511,BE,Data Science,TY,5,BEDA501,Statistics,Theory,4
S0512,BE,Data Science,TY,5,BEDA502,Python for Data Science,Theory,4
S0513,BE,Data Science,TY,5,BEDA503,Data Analytics,Theory,4
S0514,BE,Data Science,TY,5,BEDA504,Big Data,Practical,2
S0515,BE,Data Science,TY,5,BEDA505,Data Visualization,Practical,2
S0516,BE,Data Science,TY,6,BEDA601,Statistics,Theory,4
S0517,BE,Data Science,TY,6,BEDA602,Python for Data Science,Theory,4
S0518,BE,Data Science,TY,6,BEDA603,Data Analytics,Theory,4
S0519,BE,Data Science,TY,6,BEDA604,Big Data,Practical,2
S0520,BE,Data Science,TY,6,BEDA605,Data Visualization,Practical,2
S0521,BE,Data Science,LY,7,BEDA701,Statistics,Theory,4
S0522,BE,Data Science,LY,7,BEDA702,Python for Data Science,Theory,4
S0523,BE,Data Science,LY,7,BEDA703,Data Analytics,Theory,4
S0524,BE,Data Science,LY,7,BEDA704,Big Data,Practical,2
S0525,BE,Data Science,LY,7,BEDA705,Data Visualization,Practical,2
S0526,BE,Data Science,LY,8,BEDA801,Statistics,Theory,4
S0527,BE,Data Science,LY,8,BEDA802,Python for Data Science,Theory,4
S0528,BE,Data Science,LY,8,BEDA803,Data Analytics,Theory,4
S0529,BE,Data Science,LY,8,BEDA804,Big Data,Practical,2
S0530,BE,Data Science,LY,8,BEDA805,Data Visualization,Practical,2
S0531,MCA,Computer Applications,FY,1,MCCO101,Programming in C,Theory,4
S0532,MCA,Computer Applications,FY,1,MCCO102,Java Programming,Theory,4
S0533,MCA,Computer Applications,FY,1,MCCO103,Python Programming,Theory,4
S0534,MCA,Computer Applications,FY,1,MCCO104,DBMS,Practical,2
S0535,MCA,Computer Applications,FY,1,MCCO105,Software Engineering,Practical,2
S0536,MCA,Computer Applications,FY,2,MCCO201,Programming in C,Theory,4
S0537,MCA,Computer Applications,FY,2,MCCO202,Java Programming,Theory,4
S0538,MCA,Computer Applications,FY,2,MCCO203,Python Programming,Theory,4
S0539,MCA,Computer Applications,FY,2,MCCO204,DBMS,Practical,2
S0540,MCA,Computer Applications,FY,2,MCCO205,Software Engineering,Practical,2
S0541,MCA,Computer Applications,SY,3,MCCO301,Programming in C,Theory,4
S0542,MCA,Computer Applications,SY,3,MCCO302,Java Programming,Theory,4
S0543,MCA,Computer Applications,SY,3,MCCO303,Python Programming,Theory,4
S0544,MCA,Computer Applications,SY,3,MCCO304,DBMS,Practical,2
S0545,MCA,Computer Applications,SY,3,MCCO305,Software Engineering,Practical,2
S0546,MCA,Computer Applications,SY,4,MCCO401,Programming in C,Theory,4
S0547,MCA,Computer Applications,SY,4,MCCO402,Java Programming,Theory,4
S0548,MCA,Computer Applications,SY,4,MCCO403,Python Programming,Theory,4
S0549,MCA,Computer Applications,SY,4,MCCO404,DBMS,Practical,2
S0550,MCA,Computer Applications,SY,4,MCCO405,Software Engineering,Practical,2
S0551,BCA,Computer Applications,FY,1,BCCO101,Programming in C,Theory,4
S0552,BCA,Computer Applications,FY,1,BCCO102,Java Programming,Theory,4
S0553,BCA,Computer Applications,FY,1,BCCO103,Python Programming,Theory,4
S0554,BCA,Computer Applications,FY,1,BCCO104,DBMS,Practical,2
S0555,BCA,Computer Applications,FY,1,BCCO105,Software Engineering,Practical,2
S0556,BCA,Computer Applications,FY,2,BCCO201,Programming in C,Theory,4
S0557,BCA,Computer Applications,FY,2,BCCO202,Java Programming,Theory,4
S0558,BCA,Computer Applications,FY,2,BCCO203,Python Programming,Theory,4
S0559,BCA,Computer Applications,FY,2,BCCO204,DBMS,Practical,2
S0560,BCA,Computer Applications,FY,2,BCCO205,Software Engineering,Practical,2
S0561,BCA,Computer Applications,SY,3,BCCO301,Programming in C,Theory,4
S0562,BCA,Computer Applications,SY,3,BCCO302,Java Programming,Theory,4
S0563,BCA,Computer Applications,SY,3,BCCO303,Python Programming,Theory,4
S0564,BCA,Computer Applications,SY,3,BCCO304,DBMS,Practical,2
S0565,BCA,Computer Applications,SY,3,BCCO305,Software Engineering,Practical,2
S0566,BCA,Computer Applications,SY,4,BCCO401,Programming in C,Theory,4
S0567,BCA,Computer Applications,SY,4,BCCO402,Java Programming,Theory,4
S0568,BCA,Computer Applications,SY,4,BCCO403,Python Programming,Theory,4
S0569,BCA,Computer Applications,SY,4,BCCO404,DBMS,Practical,2
S0570,BCA,Computer Applications,SY,4,BCCO405,Software Engineering,Practical,2
S0571,BCA,Computer Applications,TY,5,BCCO501,Programming in C,Theory,4
S0572,BCA,Computer Applications,TY,5,BCCO502,Java Programming,Theory,4
S0573,BCA,Computer Applications,TY,5,BCCO503,Python Programming,Theory,4
S0574,BCA,Computer Applications,TY,5,BCCO504,DBMS,Practical,2
S0575,BCA,Computer Applications,TY,5,BCCO505,Software Engineering,Practical,2
S0576,BCA,Computer Applications,TY,6,BCCO601,Programming in C,Theory,4
S0577,BCA,Computer Applications,TY,6,BCCO602,Java Programming,Theory,4
S0578,BCA,Computer Applications,TY,6,BCCO603,Python Programming,Theory,4
S0579,BCA,Computer Applications,TY,6,BCCO604,DBMS,Practical,2
S0580,BCA,Computer Applications,TY,6,BCCO605,Software Engineering,Practical,2
S0581,ME,Computer Engineering,FY,1,MECO101,Programming Fundamentals,Theory,4
S0582,ME,Computer Engineering,FY,1,MECO102,Python Programming,Theory,4
S0583,ME,Computer Engineering,FY,1,MECO103,Data Structures,Theory,4
S0584,ME,Computer Engineering,FY,1,MECO104,DBMS,Practical,2
S0585,ME,Computer Engineering,FY,1,MECO105,Computer Networks,Practical,2
S0586,ME,Computer Engineering,FY,2,MECO201,Programming Fundamentals,Theory,4
S0587,ME,Computer Engineering,FY,2,MECO202,Python Programming,Theory,4
S0588,ME,Computer Engineering,FY,2,MECO203,Data Structures,Theory,4
S0589,ME,Computer Engineering,FY,2,MECO204,DBMS,Practical,2
S0590,ME,Computer Engineering,FY,2,MECO205,Computer Networks,Practical,2
S0591,ME,Computer Engineering,SY,3,MECO301,Programming Fundamentals,Theory,4
S0592,ME,Computer Engineering,SY,3,MECO302,Python Programming,Theory,4
S0593,ME,Computer Engineering,SY,3,MECO303,Data Structures,Theory,4
S0594,ME,Computer Engineering,SY,3,MECO304,DBMS,Practical,2
S0595,ME,Computer Engineering,SY,3,MECO305,Computer Networks,Practical,2
S0596,ME,Computer Engineering,SY,4,MECO401,Programming Fundamentals,Theory,4
S0597,ME,Computer Engineering,SY,4,MECO402,Python Programming,Theory,4
S0598,ME,Computer Engineering,SY,4,MECO403,Data Structures,Theory,4
S0599,ME,Computer Engineering,SY,4,MECO404,DBMS,Practical,2
S0600,ME,Computer Engineering,SY,4,MECO405,Computer Networks,Practical,2
S0601,ME,Civil Engineering,FY,1,MECI101,Engineering Mechanics,Theory,4
S0602,ME,Civil Engineering,FY,1,MECI102,Surveying,Theory,4
S0603,ME,Civil Engineering,FY,1,MECI103,Concrete Technology,Theory,4
S0604,ME,Civil Engineering,FY,1,MECI104,Transportation Engineering,Practical,2
S0605,ME,Civil Engineering,FY,1,MECI105,Structural Analysis,Practical,2
S0606,ME,Civil Engineering,FY,2,MECI201,Engineering Mechanics,Theory,4
S0607,ME,Civil Engineering,FY,2,MECI202,Surveying,Theory,4
S0608,ME,Civil Engineering,FY,2,MECI203,Concrete Technology,Theory,4
S0609,ME,Civil Engineering,FY,2,MECI204,Transportation Engineering,Practical,2
S0610,ME,Civil Engineering,FY,2,MECI205,Structural Analysis,Practical,2
S0611,ME,Civil Engineering,SY,3,MECI301,Engineering Mechanics,Theory,4
S0612,ME,Civil Engineering,SY,3,MECI302,Surveying,Theory,4
S0613,ME,Civil Engineering,SY,3,MECI303,Concrete Technology,Theory,4
S0614,ME,Civil Engineering,SY,3,MECI304,Transportation Engineering,Practical,2
S0615,ME,Civil Engineering,SY,3,MECI305,Structural Analysis,Practical,2
S0616,ME,Civil Engineering,SY,4,MECI401,Engineering Mechanics,Theory,4
S0617,ME,Civil Engineering,SY,4,MECI402,Surveying,Theory,4
S0618,ME,Civil Engineering,SY,4,MECI403,Concrete Technology,Theory,4
S0619,ME,Civil Engineering,SY,4,MECI404,Transportation Engineering,Practical,2
S0620,ME,Civil Engineering,SY,4,MECI405,Structural Analysis,Practical,2
S0621,ME,Mechanical Engineering,FY,1,MEME101,Engineering Drawing,Theory,4
S0622,ME,Mechanical Engineering,FY,1,MEME102,Thermodynamics,Theory,4
S0623,ME,Mechanical Engineering,FY,1,MEME103,Fluid Mechanics,Theory,4
S0624,ME,Mechanical Engineering,FY,1,MEME104,CAD/CAM,Practical,2
S0625,ME,Mechanical Engineering,FY,1,MEME105,Manufacturing Technology,Practical,2
S0626,ME,Mechanical Engineering,FY,2,MEME201,Engineering Drawing,Theory,4
S0627,ME,Mechanical Engineering,FY,2,MEME202,Thermodynamics,Theory,4
S0628,ME,Mechanical Engineering,FY,2,MEME203,Fluid Mechanics,Theory,4
S0629,ME,Mechanical Engineering,FY,2,MEME204,CAD/CAM,Practical,2
S0630,ME,Mechanical Engineering,FY,2,MEME205,Manufacturing Technology,Practical,2
S0631,ME,Mechanical Engineering,SY,3,MEME301,Engineering Drawing,Theory,4
S0632,ME,Mechanical Engineering,SY,3,MEME302,Thermodynamics,Theory,4
S0633,ME,Mechanical Engineering,SY,3,MEME303,Fluid Mechanics,Theory,4
S0634,ME,Mechanical Engineering,SY,3,MEME304,CAD/CAM,Practical,2
S0635,ME,Mechanical Engineering,SY,3,MEME305,Manufacturing Technology,Practical,2
S0636,ME,Mechanical Engineering,SY,4,MEME401,Engineering Drawing,Theory,4
S0637,ME,Mechanical Engineering,SY,4,MEME402,Thermodynamics,Theory,4
S0638,ME,Mechanical Engineering,SY,4,MEME403,Fluid Mechanics,Theory,4
S0639,ME,Mechanical Engineering,SY,4,MEME404,CAD/CAM,Practical,2
S0640,ME,Mechanical Engineering,SY,4,MEME405,Manufacturing Technology,Practical,2
