subject_id	program	department	year	semester	subject_name
540	Diploma	Civil Engineering	FY	2	AI Fundamentals
541	Diploma	Civil Engineering	FY	2	CAD/CAM
542	Diploma	Civil Engineering	FY	2	Computer Networks
543	Diploma	Civil Engineering	FY	2	DBMS
544	Diploma	Civil Engineering	FY	2	Digital Electronics
545	Diploma	Civil Engineering	FY	2	Electrical Machines
546	Diploma	Civil Engineering	FY	2	Java Programming
547	Diploma	Civil Engineering	SY	3	AI Fundamentals
548	Diploma	Civil Engineering	SY	3	CAD/CAM
549	Diploma	Civil Engineering	SY	3	Cyber Security
550	Diploma	Civil Engineering	SY	3	Data Structures
551	Diploma	Civil Engineering	SY	3	Operating Systems
552	Diploma	Civil Engineering	SY	3	Physics
553	Diploma	Civil Engineering	SY	3	Web Development
554	Diploma	Civil Engineering	SY	4	Cloud Computing
555	Diploma	Civil Engineering	SY	4	Cyber Security
556	Diploma	Civil Engineering	SY	4	Digital Electronics
557	Diploma	Civil Engineering	SY	4	Operating Systems
558	Diploma	Civil Engineering	SY	4	Python Programming
559	Diploma	Civil Engineering	SY	4	Surveying
560	Diploma	Civil Engineering	SY	4	Thermodynamics
561	Diploma	Civil Engineering	TY	5	AI Fundamentals
562	Diploma	Civil Engineering	TY	5	Computer Networks
563	Diploma	Civil Engineering	TY	5	Cyber Security
564	Diploma	Civil Engineering	TY	5	Digital Electronics
565	Diploma	Civil Engineering	TY	5	Electrical Machines
566	Diploma	Civil Engineering	TY	5	Mathematics
567	Diploma	Civil Engineering	TY	5	Thermodynamics
568	Diploma	Civil Engineering	TY	6	Cloud Computing
569	Diploma	Civil Engineering	TY	6	Computer Networks
570	Diploma	Civil Engineering	TY	6	Cyber Security
571	Diploma	Civil Engineering	TY	6	Digital Electronics
572	Diploma	Civil Engineering	TY	6	Java Programming
573	Diploma	Civil Engineering	TY	6	Software Engineering
574	Diploma	Civil Engineering	TY	6	Surveying
575	Diploma	Computer Engineering	FY	1	AI Fundamentals
576	Diploma	Computer Engineering	FY	1	Computer Networks
577	Diploma	Computer Engineering	FY	1	Data Structures
578	Diploma	Computer Engineering	FY	1	Electrical Machines
579	Diploma	Computer Engineering	FY	1	Physics
580	Diploma	Computer Engineering	FY	1	Project Lab
581	Diploma	Computer Engineering	FY	1	Software Engineering
582	Diploma	Computer Engineering	FY	2	CAD/CAM
583	Diploma	Computer Engineering	FY	2	Cyber Security
584	Diploma	Computer Engineering	FY	2	Data Structures
585	Diploma	Computer Engineering	FY	2	Electrical Machines
586	Diploma	Computer Engineering	FY	2	Machine Learning
587	Diploma	Computer Engineering	FY	2	Project Lab
588	Diploma	Computer Engineering	FY	2	Python Programming
589	Diploma	Computer Engineering	SY	3	CAD/CAM
590	Diploma	Computer Engineering	SY	3	Cloud Computing
591	Diploma	Computer Engineering	SY	3	Cyber Security
592	Diploma	Computer Engineering	SY	3	Digital Electronics
593	Diploma	Computer Engineering	SY	3	Physics
594	Diploma	Computer Engineering	SY	3	Project Lab
595	Diploma	Computer Engineering	SY	3	Surveying
596	Diploma	Computer Engineering	SY	4	AI Fundamentals
597	Diploma	Computer Engineering	SY	4	Computer Networks
598	Diploma	Computer Engineering	SY	4	Cyber Security
599	Diploma	Computer Engineering	SY	4	Digital Electronics
600	Diploma	Computer Engineering	SY	4	Mathematics
601	Diploma	Computer Engineering	SY	4	Operating Systems
602	Diploma	Computer Engineering	SY	4	Software Engineering
603	Diploma	Computer Engineering	TY	5	CAD/CAM
604	Diploma	Computer Engineering	TY	5	Data Structures
605	Diploma	Computer Engineering	TY	5	Digital Electronics
606	Diploma	Computer Engineering	TY	5	Mathematics
607	Diploma	Computer Engineering	TY	5	Physics
608	Diploma	Computer Engineering	TY	5	Surveying
609	Diploma	Computer Engineering	TY	5	Thermodynamics
610	Diploma	Computer Engineering	TY	6	CAD/CAM
611	Diploma	Computer Engineering	TY	6	Cloud Computing
612	Diploma	Computer Engineering	TY	6	Computer Networks
613	Diploma	Computer Engineering	TY	6	Data Structures
614	Diploma	Computer Engineering	TY	6	Digital Electronics
615	Diploma	Computer Engineering	TY	6	Operating Systems
616	Diploma	Computer Engineering	TY	6	Software Engineering
617	Diploma	Electrical Engineering	FY	1	CAD/CAM
618	Diploma	Electrical Engineering	FY	1	Cloud Computing
619	Diploma	Electrical Engineering	FY	1	Computer Networks
620	Diploma	Electrical Engineering	FY	1	Cyber Security
621	Diploma	Electrical Engineering	FY	1	Data Structures
622	Diploma	Electrical Engineering	FY	1	Digital Electronics
623	Diploma	Electrical Engineering	FY	1	Python Programming
624	Diploma	Electrical Engineering	FY	2	CAD/CAM
625	Diploma	Electrical Engineering	FY	2	Computer Networks
626	Diploma	Electrical Engineering	FY	2	Electrical Machines
627	Diploma	Electrical Engineering	FY	2	Java Programming
628	Diploma	Electrical Engineering	FY	2	Operating Systems
629	Diploma	Electrical Engineering	FY	2	Project Lab
630	Diploma	Electrical Engineering	FY	2	Web Development
631	Diploma	Electrical Engineering	SY	3	AI Fundamentals
632	Diploma	Electrical Engineering	SY	3	Cyber Security
633	Diploma	Electrical Engineering	SY	3	DBMS
634	Diploma	Electrical Engineering	SY	3	Electrical Machines
635	Diploma	Electrical Engineering	SY	3	Machine Learning
636	Diploma	Electrical Engineering	SY	3	Mathematics
637	Diploma	Electrical Engineering	SY	3	Physics
638	Diploma	Electrical Engineering	SY	4	Cyber Security
639	Diploma	Electrical Engineering	SY	4	Data Structures
640	Diploma	Electrical Engineering	SY	4	Project Lab
641	Diploma	Electrical Engineering	SY	4	Software Engineering
642	Diploma	Electrical Engineering	SY	4	Surveying
643	Diploma	Electrical Engineering	SY	4	Thermodynamics
644	Diploma	Electrical Engineering	SY	4	Web Development
645	Diploma	Electrical Engineering	TY	5	AI Fundamentals
646	Diploma	Electrical Engineering	TY	5	Computer Networks
647	Diploma	Electrical Engineering	TY	5	Cyber Security
648	Diploma	Electrical Engineering	TY	5	Electrical Machines
649	Diploma	Electrical Engineering	TY	5	Software Engineering
650	Diploma	Electrical Engineering	TY	5	Surveying
651	Diploma	Electrical Engineering	TY	5	Web Development
652	Diploma	Electrical Engineering	TY	6	Cyber Security
653	Diploma	Electrical Engineering	TY	6	DBMS
654	Diploma	Electrical Engineering	TY	6	Electrical Machines
655	Diploma	Electrical Engineering	TY	6	Operating Systems
656	Diploma	Electrical Engineering	TY	6	Physics
657	Diploma	Electrical Engineering	TY	6	Project Lab
658	Diploma	Electrical Engineering	TY	6	Python Programming
659	Diploma	Electronics & Communication	FY	1	Cloud Computing
660	Diploma	Electronics & Communication	FY	1	Cyber Security
661	Diploma	Electronics & Communication	FY	1	Electrical Machines
662	Diploma	Electronics & Communication	FY	1	Physics
663	Diploma	Electronics & Communication	FY	1	Software Engineering
664	Diploma	Electronics & Communication	FY	1	Surveying
665	Diploma	Electronics & Communication	FY	1	Web Development
666	Diploma	Electronics & Communication	FY	2	Cyber Security
667	Diploma	Electronics & Communication	FY	2	DBMS
668	Diploma	Electronics & Communication	FY	2	Data Structures
669	Diploma	Electronics & Communication	FY	2	Digital Electronics
670	Diploma	Electronics & Communication	FY	2	Java Programming
671	Diploma	Electronics & Communication	FY	2	Machine Learning
672	Diploma	Electronics & Communication	FY	2	Python Programming
673	Diploma	Electronics & Communication	SY	3	CAD/CAM
674	Diploma	Electronics & Communication	SY	3	Computer Networks
675	Diploma	Electronics & Communication	SY	3	Electrical Machines
676	Diploma	Electronics & Communication	SY	3	Java Programming
677	Diploma	Electronics & Communication	SY	3	Mathematics
678	Diploma	Electronics & Communication	SY	3	Project Lab
679	Diploma	Electronics & Communication	SY	3	Software Engineering
680	Diploma	Electronics & Communication	SY	4	Cyber Security
681	Diploma	Electronics & Communication	SY	4	DBMS
682	Diploma	Electronics & Communication	SY	4	Electrical Machines
683	Diploma	Electronics & Communication	SY	4	Operating Systems
684	Diploma	Electronics & Communication	SY	4	Project Lab
685	Diploma	Electronics & Communication	SY	4	Software Engineering
686	Diploma	Electronics & Communication	SY	4	Thermodynamics
687	Diploma	Electronics & Communication	TY	5	Cloud Computing
688	Diploma	Electronics & Communication	TY	5	Computer Networks
689	Diploma	Electronics & Communication	TY	5	Digital Electronics
690	Diploma	Electronics & Communication	TY	5	Project Lab
691	Diploma	Electronics & Communication	TY	5	Python Programming
692	Diploma	Electronics & Communication	TY	5	Software Engineering
693	Diploma	Electronics & Communication	TY	5	Thermodynamics
694	Diploma	Electronics & Communication	TY	6	Computer Networks
695	Diploma	Electronics & Communication	TY	6	Cyber Security
696	Diploma	Electronics & Communication	TY	6	DBMS
697	Diploma	Electronics & Communication	TY	6	Digital Electronics
698	Diploma	Electronics & Communication	TY	6	Java Programming
699	Diploma	Electronics & Communication	TY	6	Software Engineering
700	Diploma	Electronics & Communication	TY	6	Web Development
701	Diploma	Information Technology	FY	1	AI Fundamentals
702	Diploma	Information Technology	FY	1	Computer Networks
703	Diploma	Information Technology	FY	1	Cyber Security
704	Diploma	Information Technology	FY	1	DBMS
705	Diploma	Information Technology	FY	1	Electrical Machines
706	Diploma	Information Technology	FY	1	Project Lab
707	Diploma	Information Technology	FY	1	Surveying
708	Diploma	Information Technology	FY	2	CAD/CAM
709	Diploma	Information Technology	FY	2	Cloud Computing
710	Diploma	Information Technology	FY	2	Computer Networks
711	Diploma	Information Technology	FY	2	Cyber Security
712	Diploma	Information Technology	FY	2	Electrical Machines
713	Diploma	Information Technology	FY	2	Project Lab
714	Diploma	Information Technology	FY	2	Thermodynamics
715	Diploma	Information Technology	SY	3	Cloud Computing
716	Diploma	Information Technology	SY	3	DBMS
717	Diploma	Information Technology	SY	3	Digital Electronics
718	Diploma	Information Technology	SY	3	Electrical Machines
719	Diploma	Information Technology	SY	3	Machine Learning
720	Diploma	Information Technology	SY	3	Project Lab
721	Diploma	Information Technology	SY	3	Thermodynamics
722	Diploma	Information Technology	SY	4	CAD/CAM
723	Diploma	Information Technology	SY	4	Computer Networks
724	Diploma	Information Technology	SY	4	Java Programming
725	Diploma	Information Technology	SY	4	Machine Learning
726	Diploma	Information Technology	SY	4	Project Lab
727	Diploma	Information Technology	SY	4	Python Programming
728	Diploma	Information Technology	SY	4	Thermodynamics
729	Diploma	Information Technology	TY	5	CAD/CAM
730	Diploma	Information Technology	TY	5	Computer Networks
731	Diploma	Information Technology	TY	5	Data Structures
732	Diploma	Information Technology	TY	5	Digital Electronics
733	Diploma	Information Technology	TY	5	Electrical Machines
734	Diploma	Information Technology	TY	5	Mathematics
735	Diploma	Information Technology	TY	5	Thermodynamics
736	Diploma	Information Technology	TY	6	CAD/CAM
737	Diploma	Information Technology	TY	6	Cloud Computing
738	Diploma	Information Technology	TY	6	Computer Networks
739	Diploma	Information Technology	TY	6	Digital Electronics
740	Diploma	Information Technology	TY	6	Electrical Machines
741	Diploma	Information Technology	TY	6	Mathematics
742	Diploma	Information Technology	TY	6	Thermodynamics
743	Diploma	Mechanical Engineering	FY	1	Cloud Computing
744	Diploma	Mechanical Engineering	FY	1	Digital Electronics
745	Diploma	Mechanical Engineering	FY	1	Machine Learning
746	Diploma	Mechanical Engineering	FY	1	Mathematics
747	Diploma	Mechanical Engineering	FY	1	Operating Systems
748	Diploma	Mechanical Engineering	FY	1	Physics
749	Diploma	Mechanical Engineering	FY	1	Thermodynamics
750	Diploma	Mechanical Engineering	FY	2	AI Fundamentals
751	Diploma	Mechanical Engineering	FY	2	DBMS
752	Diploma	Mechanical Engineering	FY	2	Java Programming
753	Diploma	Mechanical Engineering	FY	2	Machine Learning
754	Diploma	Mechanical Engineering	FY	2	Operating Systems
755	Diploma	Mechanical Engineering	FY	2	Project Lab
756	Diploma	Mechanical Engineering	FY	2	Web Development
757	Diploma	Mechanical Engineering	SY	3	CAD/CAM
758	Diploma	Mechanical Engineering	SY	3	Computer Networks
759	Diploma	Mechanical Engineering	SY	3	DBMS
760	Diploma	Mechanical Engineering	SY	3	Digital Electronics
761	Diploma	Mechanical Engineering	SY	3	Electrical Machines
762	Diploma	Mechanical Engineering	SY	3	Machine Learning
763	Diploma	Mechanical Engineering	SY	3	Project Lab
764	Diploma	Mechanical Engineering	SY	4	AI Fundamentals
765	Diploma	Mechanical Engineering	SY	4	CAD/CAM
766	Diploma	Mechanical Engineering	SY	4	Cloud Computing
767	Diploma	Mechanical Engineering	SY	4	Computer Networks
768	Diploma	Mechanical Engineering	SY	4	Data Structures
769	Diploma	Mechanical Engineering	SY	4	Electrical Machines
770	Diploma	Mechanical Engineering	SY	4	Physics
771	Diploma	Mechanical Engineering	TY	5	Cloud Computing
772	Diploma	Mechanical Engineering	TY	5	Computer Networks
773	Diploma	Mechanical Engineering	TY	5	Cyber Security
774	Diploma	Mechanical Engineering	TY	5	DBMS
775	Diploma	Mechanical Engineering	TY	5	Digital Electronics
776	Diploma	Mechanical Engineering	TY	5	Software Engineering
777	Diploma	Mechanical Engineering	TY	5	Thermodynamics
778	Diploma	Mechanical Engineering	TY	6	CAD/CAM
779	Diploma	Mechanical Engineering	TY	6	Cloud Computing
780	Diploma	Mechanical Engineering	TY	6	Digital Electronics
781	Diploma	Mechanical Engineering	TY	6	Electrical Machines
782	Diploma	Mechanical Engineering	TY	6	Physics
783	Diploma	Mechanical Engineering	TY	6	Python Programming
784	Diploma	Mechanical Engineering	TY	6	Web Development
785	MCA	Computer Applications	FY	1	CAD/CAM
786	MCA	Computer Applications	FY	1	Cloud Computing
787	MCA	Computer Applications	FY	1	Digital Electronics
788	MCA	Computer Applications	FY	1	Electrical Machines
789	MCA	Computer Applications	FY	1	Java Programming
790	MCA	Computer Applications	FY	1	Machine Learning
791	MCA	Computer Applications	FY	1	Mathematics
792	MCA	Computer Applications	FY	2	AI Fundamentals
793	MCA	Computer Applications	FY	2	CAD/CAM
794	MCA	Computer Applications	FY	2	Cloud Computing
795	MCA	Computer Applications	FY	2	Computer Networks
796	MCA	Computer Applications	FY	2	DBMS
797	MCA	Computer Applications	FY	2	Machine Learning
798	MCA	Computer Applications	FY	2	Surveying
799	MCA	Computer Applications	SY	3	AI Fundamentals
800	MCA	Computer Applications	SY	3	Computer Networks
801	MCA	Computer Applications	SY	3	Cyber Security
802	MCA	Computer Applications	SY	3	DBMS
803	MCA	Computer Applications	SY	3	Electrical Machines
804	MCA	Computer Applications	SY	3	Mathematics
805	MCA	Computer Applications	SY	3	Project Lab
806	MCA	Computer Applications	SY	4	CAD/CAM
807	MCA	Computer Applications	SY	4	Data Structures
808	MCA	Computer Applications	SY	4	Electrical Machines
809	MCA	Computer Applications	SY	4	Machine Learning
810	MCA	Computer Applications	SY	4	Physics
811	MCA	Computer Applications	SY	4	Software Engineering
812	MCA	Computer Applications	SY	4	Web Development
813	ME	Civil Engineering	FY	1	AI Fundamentals
814	ME	Civil Engineering	FY	1	Cloud Computing
815	ME	Civil Engineering	FY	1	DBMS
816	ME	Civil Engineering	FY	1	Digital Electronics
817	ME	Civil Engineering	FY	1	Electrical Machines
818	ME	Civil Engineering	FY	1	Python Programming
819	ME	Civil Engineering	FY	1	Software Engineering
820	ME	Civil Engineering	FY	2	Java Programming
821	ME	Civil Engineering	FY	2	Mathematics
822	ME	Civil Engineering	FY	2	Project Lab
823	ME	Civil Engineering	FY	2	Python Programming
824	ME	Civil Engineering	FY	2	Surveying
825	ME	Civil Engineering	FY	2	Thermodynamics
826	ME	Civil Engineering	FY	2	Web Development
827	ME	Civil Engineering	SY	3	AI Fundamentals
828	ME	Civil Engineering	SY	3	Computer Networks
829	ME	Civil Engineering	SY	3	Operating Systems
830	ME	Civil Engineering	SY	3	Physics
831	ME	Civil Engineering	SY	3	Software Engineering
832	ME	Civil Engineering	SY	3	Thermodynamics
833	ME	Civil Engineering	SY	3	Web Development
834	ME	Civil Engineering	SY	4	CAD/CAM
835	ME	Civil Engineering	SY	4	DBMS
836	ME	Civil Engineering	SY	4	Data Structures
837	ME	Civil Engineering	SY	4	Mathematics
838	ME	Civil Engineering	SY	4	Project Lab
839	ME	Civil Engineering	SY	4	Software Engineering
840	ME	Civil Engineering	SY	4	Thermodynamics
841	ME	Computer Engineering	FY	1	Computer Networks
842	ME	Computer Engineering	FY	1	DBMS
843	ME	Computer Engineering	FY	1	Java Programming
844	ME	Computer Engineering	FY	1	Operating Systems
845	ME	Computer Engineering	FY	1	Project Lab
846	ME	Computer Engineering	FY	1	Python Programming
847	ME	Computer Engineering	FY	1	Surveying
848	ME	Computer Engineering	FY	2	AI Fundamentals
849	ME	Computer Engineering	FY	2	CAD/CAM
850	ME	Computer Engineering	FY	2	Cloud Computing
851	ME	Computer Engineering	FY	2	Computer Networks
852	ME	Computer Engineering	FY	2	DBMS
853	ME	Computer Engineering	FY	2	Project Lab
854	ME	Computer Engineering	FY	2	Web Development
855	ME	Computer Engineering	SY	3	AI Fundamentals
856	ME	Computer Engineering	SY	3	CAD/CAM
857	ME	Computer Engineering	SY	3	Operating Systems
858	ME	Computer Engineering	SY	3	Project Lab
859	ME	Computer Engineering	SY	3	Python Programming
860	ME	Computer Engineering	SY	3	Software Engineering
861	ME	Computer Engineering	SY	3	Web Development
862	ME	Computer Engineering	SY	4	CAD/CAM
863	ME	Computer Engineering	SY	4	Cloud Computing
864	ME	Computer Engineering	SY	4	DBMS
865	ME	Computer Engineering	SY	4	Digital Electronics
866	ME	Computer Engineering	SY	4	Surveying
867	ME	Computer Engineering	SY	4	Thermodynamics
868	ME	Computer Engineering	SY	4	Web Development
869	ME	Mechanical Engineering	FY	1	AI Fundamentals
870	ME	Mechanical Engineering	FY	1	Cloud Computing
871	ME	Mechanical Engineering	FY	1	Computer Networks
872	ME	Mechanical Engineering	FY	1	Electrical Machines
873	ME	Mechanical Engineering	FY	1	Machine Learning
874	ME	Mechanical Engineering	FY	1	Project Lab
875	ME	Mechanical Engineering	FY	1	Thermodynamics
876	ME	Mechanical Engineering	FY	2	AI Fundamentals
877	ME	Mechanical Engineering	FY	2	Cloud Computing
878	ME	Mechanical Engineering	FY	2	Data Structures
879	ME	Mechanical Engineering	FY	2	Digital Electronics
880	ME	Mechanical Engineering	FY	2	Operating Systems
881	ME	Mechanical Engineering	FY	2	Physics
882	ME	Mechanical Engineering	FY	2	Python Programming
883	ME	Mechanical Engineering	SY	3	AI Fundamentals
884	ME	Mechanical Engineering	SY	3	Cyber Security
885	ME	Mechanical Engineering	SY	3	DBMS
886	ME	Mechanical Engineering	SY	3	Digital Electronics
887	ME	Mechanical Engineering	SY	3	Mathematics
888	ME	Mechanical Engineering	SY	3	Operating Systems
889	ME	Mechanical Engineering	SY	3	Python Programming
890	ME	Mechanical Engineering	SY	4	AI Fundamentals
891	ME	Mechanical Engineering	SY	4	Cloud Computing
892	ME	Mechanical Engineering	SY	4	Computer Networks
893	ME	Mechanical Engineering	SY	4	DBMS
894	ME	Mechanical Engineering	SY	4	Digital Electronics
895	ME	Mechanical Engineering	SY	4	Electrical Machines
896	ME	Mechanical Engineering	SY	4	Web Development
